,entity_id,trip_update_trip_trip_id,trip_update_trip_start_time,trip_update_trip_start_date,trip_update_trip_route_id,trip_update_trip_direction_id,trip_update_vehicle_id,trip_update_vehicle_label,trip_update_trip_schedule_relationship,feed_message
451,62146150,62146150,14:43:00,20240606,32,0,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
452,61848706,61848706,14:00:00,20240606,627,1,y3159,3159,,trip_updates (2024-06-06 18:11:20.441111+00:00)
453,CR-670146-520,CR-670146-520,13:05:00,20240606,CR-Worcester,1,1842,1842,,trip_updates (2024-06-06 18:11:20.441111+00:00)
454,61946820,61946820,14:33:00,20240606,743,1,y1325,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
455,61928740,61928740,14:15:00,20240606,211,0,y0833,0833,,trip_updates (2024-06-06 18:11:20.441111+00:00)
456,61804737,61804737,13:53:00,20240606,Green-E,1,G-10237,3817-3713,,trip_updates (2024-06-06 18:11:20.441111+00:00)
457,61391756,61391756,14:51:00,20240606,1,0,y1894,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
458,62216597,62216597,14:05:00,20240606,441442,0,y2088,2088,,trip_updates (2024-06-06 18:11:20.441111+00:00)
459,62144840,62144840,14:12:00,20240606,35,0,y1672,1672,,trip_updates (2024-06-06 18:11:20.441111+00:00)
460,61804306,61804306,13:37:00,20240606,Green-C,1,G-10042,3632-3802,,trip_updates (2024-06-06 18:11:20.441111+00:00)
461,61945645,61945645,13:47:00,20240606,28,1,y1272,1272,,trip_updates (2024-06-06 18:11:20.441111+00:00)
462,62144706,62144706,15:03:00,20240606,42,0,y1708,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
463,61945632,61945632,14:58:00,20240606,28,1,y1215,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
464,61394087,61394087,14:35:00,20240606,553,0,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
465,61392414,61392414,14:07:00,20240606,15,1,y1790,1790,,trip_updates (2024-06-06 18:11:20.441111+00:00)
466,61929004,61929004,13:40:00,20240606,220,0,y0760,0760,,trip_updates (2024-06-06 18:11:20.441111+00:00)
467,62216487,62216487,14:35:00,20240606,436,1,y3106,3106,,trip_updates (2024-06-06 18:11:20.441111+00:00)
468,61393008,61393008,15:05:00,20240606,504,1,y1870,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
469,61869402,61869402,14:45:00,20240606,132,0,y0899,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
470,61393172,61393172,14:33:00,20240606,66,1,y1776,1776,,trip_updates (2024-06-06 18:11:20.441111+00:00)
471,62145809,62145809,14:14:00,20240606,41,0,y1607,1607,,trip_updates (2024-06-06 18:11:20.441111+00:00)
472,61871358,61871358,14:40:00,20240606,111,0,y2066,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
473,61319163,61319163,15:01:00,20240606,Red,1,R-547CB6AE,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
474,61392615,61392615,15:05:00,20240606,15,0,y1811,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
475,61804408,61804408,13:28:00,20240606,Green-C,0,G-10026,3900-3916,,trip_updates (2024-06-06 18:11:20.441111+00:00)
476,61870863,61870863,14:55:00,20240606,92,0,y2054,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
477,61392318,61392318,15:07:00,20240606,708,1,y1825,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
478,61319222,61319222,13:48:00,20240606,Red,1,R-547C8EAB,1739,,trip_updates (2024-06-06 18:11:20.441111+00:00)
479,62146137,62146137,14:09:00,20240606,32,0,y1692,1692,,trip_updates (2024-06-06 18:11:20.441111+00:00)
480,61849907,61849907,14:35:00,20240606,75,1,y1955,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
481,61870653,61870653,14:15:00,20240606,108,1,y1976,1976,,trip_updates (2024-06-06 18:11:20.441111+00:00)
482,62146147,62146147,15:01:00,20240606,32,1,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
483,61848734,61848734,14:05:00,20240606,627,0,y1946,1946,,trip_updates (2024-06-06 18:11:20.441111+00:00)
484,61849206,61849206,15:10:00,20240606,85,0,y2034,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
485,62145830,62145830,14:05:00,20240606,41,1,y1717,1717,,trip_updates (2024-06-06 18:11:20.441111+00:00)
486,61391757,61391757,14:44:00,20240606,66,0,y1848,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
487,61391557,61391557,14:35:00,20240606,11,1,y1856,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
488,61391860,61391860,15:10:00,20240606,505,0,y1880,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
489,61868958,61868958,13:50:00,20240606,95,1,y0875,0875,,trip_updates (2024-06-06 18:11:20.441111+00:00)
490,61391761,61391761,15:08:00,20240606,66,0,y1768,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
491,CR-670195-618,CR-670195-618,14:05:00,20240606,CR-Needham,1,1827,1827,,trip_updates (2024-06-06 18:11:20.441111+00:00)
492,62145567,62145567,13:40:00,20240606,38,0,y1618,1618,,trip_updates (2024-06-06 18:11:20.441111+00:00)
493,61870740,61870740,14:07:00,20240606,101,1,y1988,1988,,trip_updates (2024-06-06 18:11:20.441111+00:00)
494,61849324,61849324,14:43:00,20240606,69,0,y2015,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
495,61393219,61393219,15:05:00,20240606,8,0,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
496,62144799,62144799,14:43:00,20240606,26,0,y1662,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
497,61929075,61929075,14:25:00,20240606,222,0,y0762,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
498,62145578,62145578,14:02:00,20240606,31,0,y1638,1638,,trip_updates (2024-06-06 18:11:20.441111+00:00)
499,61392888,61392888,14:30:00,20240606,57,0,y1781,1781,,trip_updates (2024-06-06 18:11:20.441111+00:00)
500,61871223,61871223,15:05:00,20240606,108,0,y1976,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
501,61946280,61946280,,,751,0,,,CANCELED,trip_updates (2024-06-06 18:11:20.441111+00:00)
502,61870797,61870797,14:52:00,20240606,111,1,y2004,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
503,ADDED-1581935250,ADDED-1581935250,14:05:00,20240606,Orange,1,O-547C8602,1466,ADDED,trip_updates (2024-06-06 18:11:20.441111+00:00)
504,62248832,62248832,14:02:00,20240606,Blue,0,B-547CB6B1,0783,,trip_updates (2024-06-06 18:11:20.441111+00:00)
505,61391344,61391344,15:05:00,20240606,47,1,y1920,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
506,61846300,61846300,14:05:00,20240606,67,1,y2075,2075,,trip_updates (2024-06-06 18:11:20.441111+00:00)
507,62145781,62145781,14:47:00,20240606,14,1,y1631,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
508,61848781,61848781,14:55:00,20240606,88,1,y2093,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
509,61391741,61391741,13:26:00,20240606,1,0,y1809,1809,,trip_updates (2024-06-06 18:11:20.441111+00:00)
510,61805138,61805138,14:23:00,20240606,Green-B,0,G-10095,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
511,61946094,61946094,14:17:00,20240606,742,0,y1304,1304,,trip_updates (2024-06-06 18:11:20.441111+00:00)
512,61392607,61392607,14:35:00,20240606,44,0,y1850,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
513,61723337,61723337,14:06:00,20240606,Mattapan,1,G-10027,3087,,trip_updates (2024-06-06 18:11:20.441111+00:00)
514,61945710,61945710,14:02:00,20240606,749,1,y1290,1290,,trip_updates (2024-06-06 18:11:20.441111+00:00)
515,61869073,61869073,14:45:00,20240606,108,1,y1415,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
516,62216353,62216353,14:50:00,20240606,426,0,y3332,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
517,61849709,61849709,15:10:00,20240606,70,0,y1927,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
518,61394302,61394302,13:44:00,20240606,57,0,y3262,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
519,61392821,61392821,15:00:00,20240606,16,0,y1745,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
520,61392609,61392609,14:41:00,20240606,45,0,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
521,61868969,61868969,14:50:00,20240606,99,0,y2050,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
522,61391410,61391410,14:40:00,20240606,9,0,y1901,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
523,62145215,62145215,13:45:00,20240606,24,0,y1690,1690,,trip_updates (2024-06-06 18:11:20.441111+00:00)
524,61871037,61871037,14:02:00,20240606,109,0,y2044,2044,,trip_updates (2024-06-06 18:11:20.441111+00:00)
525,61870659,61870659,13:45:00,20240606,109,1,y1996,1996,,trip_updates (2024-06-06 18:11:20.441111+00:00)
526,61392589,61392589,13:54:00,20240606,23,0,y1789,1789,,trip_updates (2024-06-06 18:11:20.441111+00:00)
527,61319280,61319280,14:50:00,20240606,Red,1,R-547CB780,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
528,61391188,61391188,14:00:00,20240606,11,0,y1856,1856,,trip_updates (2024-06-06 18:11:20.441111+00:00)
529,61946614,61946614,14:11:00,20240606,741,1,y1333,1333,,trip_updates (2024-06-06 18:11:20.441111+00:00)
530,62248833,62248833,14:28:00,20240606,Blue,1,B-547CB6B1,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
531,62146289,62146289,14:05:00,20240606,34E,1,y1698,1698,,trip_updates (2024-06-06 18:11:20.441111+00:00)
532,61319206,61319206,13:33:00,20240606,Red,1,R-547C831E,1872,,trip_updates (2024-06-06 18:11:20.441111+00:00)
533,61871049,61871049,15:00:00,20240606,109,0,y2094,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
534,61392618,61392618,15:03:00,20240606,23,0,y1919,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
535,61392596,61392596,14:06:00,20240606,22,0,y1817,1817,,trip_updates (2024-06-06 18:11:20.441111+00:00)
536,61869227,61869227,14:30:00,20240606,101,1,y1453,1453,,trip_updates (2024-06-06 18:11:20.441111+00:00)
537,ADDED-1581935265,ADDED-1581935265,13:42:42,20240606,Red,1,R-547CB69C,1879,ADDED,trip_updates (2024-06-06 18:11:20.441111+00:00)
538,62248821,62248821,14:42:00,20240606,Blue,0,B-547CB6A2,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
539,62145444,62145444,14:42:00,20240606,21,1,y1627,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
540,CR-670282-824,CR-670282-824,14:10:00,20240606,CR-Providence,1,1835,1835,,trip_updates (2024-06-06 18:11:20.441111+00:00)
541,61928950,61928950,14:40:00,20240606,217,1,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
542,61391070,61391070,13:27:00,20240606,23,1,y1839,1839,,trip_updates (2024-06-06 18:11:20.441111+00:00)
543,61945757,61945757,14:51:00,20240606,749,0,y1281,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
544,61849188,61849188,14:50:00,20240606,85,1,y2034,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
545,62216218,62216218,14:11:00,20240606,117,1,y3314,3314,,trip_updates (2024-06-06 18:11:20.441111+00:00)
546,61868961,61868961,15:00:00,20240606,95,1,y0875,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
547,62216570,62216570,14:18:00,20240606,441442,1,y3358,3358,,trip_updates (2024-06-06 18:11:20.441111+00:00)
548,61394427,61394427,14:45:00,20240606,19,0,y3223,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
549,61391738,61391738,13:24:00,20240606,66,0,y1831,1831,,trip_updates (2024-06-06 18:11:20.441111+00:00)
550,61871043,61871043,14:35:00,20240606,104,0,y3132,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
551,61848833,61848833,14:34:00,20240606,88,1,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
552,61805264,61805264,13:44:00,20240606,Green-B,0,G-10013,3629-3892,,trip_updates (2024-06-06 18:11:20.441111+00:00)
553,61804790,61804790,14:15:00,20240606,Green-E,1,G-10059,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
554,61849906,61849906,14:13:00,20240606,74,0,y1955,1955,,trip_updates (2024-06-06 18:11:20.441111+00:00)
555,61870102,61870102,14:00:00,20240606,105,0,y2026,2026,,trip_updates (2024-06-06 18:11:20.441111+00:00)
556,CR-670091-054,CR-670091-054,13:37:00,20240606,CR-Kingston,1,1844,1844,,trip_updates (2024-06-06 18:11:20.441111+00:00)
557,61391754,61391754,14:39:00,20240606,1,0,y1885,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
558,61848183,61848183,14:30:00,20240606,68,0,y2063,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
559,62216705,62216705,13:55:00,20240606,455,1,y3320,3320,,trip_updates (2024-06-06 18:11:20.441111+00:00)
560,61946502,61946502,15:09:00,20240606,741,1,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
561,61394031,61394031,14:50:00,20240606,60,0,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
562,61804701,61804701,13:39:00,20240606,Green-E,1,G-10152,3609-3823,,trip_updates (2024-06-06 18:11:20.441111+00:00)
563,ADDED-1581935247,ADDED-1581935247,13:38:42,20240606,Green-B,0,G-10219,3848,ADDED,trip_updates (2024-06-06 18:11:20.441111+00:00)
564,61849697,61849697,13:55:00,20240606,61,0,y2085,2085,,trip_updates (2024-06-06 18:11:20.441111+00:00)
565,61391277,61391277,15:05:00,20240606,47,0,y1814,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
566,61929007,61929007,15:10:00,20240606,220,0,y0836,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
567,61946618,61946618,14:42:00,20240606,746,1,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
568,61805140,61805140,13:31:00,20240606,Green-B,1,G-10095,3864-3669,,trip_updates (2024-06-06 18:11:20.441111+00:00)
569,61391747,61391747,13:34:00,20240606,66,0,y1800,1800,,trip_updates (2024-06-06 18:11:20.441111+00:00)
570,61394082,61394082,14:55:00,20240606,65,1,y3272,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
571,61946734,61946734,15:03:00,20240606,743,0,y1328,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
572,61391075,61391075,13:32:00,20240606,22,1,y1828,1828,,trip_updates (2024-06-06 18:11:20.441111+00:00)
573,61946235,61946235,14:54:00,20240606,751,0,y1273,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
574,61391346,61391346,14:25:00,20240606,47,1,y1754,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
575,61392587,61392587,13:41:00,20240606,22,0,y1798,1798,,trip_updates (2024-06-06 18:11:20.441111+00:00)
576,61394360,61394360,15:00:00,20240606,65,0,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
577,61848197,61848197,14:10:00,20240606,68,1,y2063,2063,,trip_updates (2024-06-06 18:11:20.441111+00:00)
578,CR-670222-718,CR-670222-718,13:13:00,20240606,CR-Franklin,1,1805,1805,,trip_updates (2024-06-06 18:11:20.441111+00:00)
579,62144625,62144625,13:55:00,20240606,24,1,y1666,1666,,trip_updates (2024-06-06 18:11:20.441111+00:00)
580,61871039,61871039,14:22:00,20240606,109,0,y1996,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
581,62145525,62145525,13:40:00,20240606,36,0,y1706,1706,,trip_updates (2024-06-06 18:11:20.441111+00:00)
582,61394078,61394078,14:40:00,20240606,747,1,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
583,61946223,61946223,13:31:00,20240606,751,1,y1279,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
584,61394429,61394429,13:40:00,20240606,19,0,y3223,3223,,trip_updates (2024-06-06 18:11:20.441111+00:00)
585,61394027,61394027,14:15:00,20240606,59,1,y3291,3291,,trip_updates (2024-06-06 18:11:20.441111+00:00)
586,61393232,61393232,13:45:00,20240606,8,0,y1792,1792,,trip_updates (2024-06-06 18:11:20.441111+00:00)
587,61849171,61849171,14:41:00,20240606,350,0,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
588,61848293,61848293,13:55:00,20240606,86,1,y1964,1964,,trip_updates (2024-06-06 18:11:20.441111+00:00)
589,61869566,61869566,15:00:00,20240606,134,0,y0898,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
590,62216434,62216434,14:25:00,20240606,429,1,y3336,3336,,trip_updates (2024-06-06 18:11:20.441111+00:00)
591,61870654,61870654,14:16:00,20240606,109,1,y1986,1986,,trip_updates (2024-06-06 18:11:20.441111+00:00)
592,61805202,61805202,14:16:00,20240606,Green-B,0,G-10005,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
593,61869095,61869095,14:20:00,20240606,108,0,y1404,1404,,trip_updates (2024-06-06 18:11:20.441111+00:00)
594,61392611,61392611,14:54:00,20240606,23,0,y1826,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
595,61391276,61391276,14:05:00,20240606,47,0,y1920,1920,,trip_updates (2024-06-06 18:11:20.441111+00:00)
596,61392894,61392894,13:50:00,20240606,553,0,y1824,1824,,trip_updates (2024-06-06 18:11:20.441111+00:00)
597,62216812,62216812,15:00:00,20240606,120,1,y3355,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
598,61929214,61929214,15:10:00,20240606,226,1,y0817,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
599,61870232,61870232,14:55:00,20240606,101,1,y1940,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
600,62216368,62216368,14:20:00,20240606,426,0,y3331,3331,,trip_updates (2024-06-06 18:11:20.441111+00:00)
601,61390949,61390949,14:25:00,20240606,17,0,y1882,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
602,61849967,61849967,14:20:00,20240606,74,1,y1999,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
603,61946239,61946239,,,751,1,,,CANCELED,trip_updates (2024-06-06 18:11:20.441111+00:00)
604,61849669,61849669,14:29:00,20240606,70,1,y1959,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
605,61928854,61928854,15:06:00,20240606,216,1,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
606,62216707,62216707,15:10:00,20240606,455,1,y3349,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
607,61391745,61391745,13:51:00,20240606,1,0,y1830,1830,,trip_updates (2024-06-06 18:11:20.441111+00:00)
608,62146072_1,62146072_1,14:30:00,20240606,39,0,y1696,1696,,trip_updates (2024-06-06 18:11:20.441111+00:00)
609,61392801,61392801,14:10:00,20240606,10,0,y1879,1879,,trip_updates (2024-06-06 18:11:20.441111+00:00)
610,61869501,61869501,14:25:00,20240606,108,0,y0846,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
611,61849784,61849784,14:55:00,20240606,61,0,y3129,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
612,61871040,61871040,14:23:00,20240606,93,1,y2111,2111,,trip_updates (2024-06-06 18:11:20.441111+00:00)
613,61393156,61393156,14:05:00,20240606,8,1,y1914,1914,,trip_updates (2024-06-06 18:11:20.441111+00:00)
614,61940811,61940811,14:15:00,20240606,713,1,y3005,3005,,trip_updates (2024-06-06 18:11:20.441111+00:00)
615,61946464,61946464,14:33:00,20240606,741,0,y1341,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
616,61869568,61869568,15:10:00,20240606,134,1,y2024,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
617,61319052,61319052,14:59:00,20240606,Red,0,R-547CB69C,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
618,61391742,61391742,13:39:00,20240606,1,0,y1762,1762,,trip_updates (2024-06-06 18:11:20.441111+00:00)
619,61849423,61849423,13:48:00,20240606,77,1,y2109,2109,,trip_updates (2024-06-06 18:11:20.441111+00:00)
620,61392312,61392312,13:40:00,20240606,19,0,y1783,1783,,trip_updates (2024-06-06 18:11:20.441111+00:00)
621,62145447,62145447,13:51:00,20240606,33,0,y1684,1684,,trip_updates (2024-06-06 18:11:20.441111+00:00)
622,61392881,61392881,14:50:00,20240606,7,1,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
623,61394069,61394069,14:00:00,20240606,747,0,y3201,3201,,trip_updates (2024-06-06 18:11:20.441111+00:00)
624,61848907,61848907,14:13:00,20240606,88,1,y1965,1965,,trip_updates (2024-06-06 18:11:20.441111+00:00)
625,62145795,62145795,14:08:00,20240606,14,1,y1702,1702,,trip_updates (2024-06-06 18:11:20.441111+00:00)
626,61928697,61928697,14:05:00,20240606,210,1,y0815,0815,,trip_updates (2024-06-06 18:11:20.441111+00:00)
627,62145061,62145061,14:36:00,20240606,37,0,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
628,61945927,61945927,13:53:00,20240606,39,0,y1261,1261,,trip_updates (2024-06-06 18:11:20.441111+00:00)
629,62422560,62422560,15:00:00,20240606,714,1,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
630,61804556,61804556,14:52:00,20240606,Green-E,1,G-10199,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
631,61394063,61394063,14:45:00,20240606,10,1,y3296,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
632,61848214,61848214,15:10:00,20240606,86,1,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
633,62216738,62216738,13:40:00,20240606,455,0,y3349,3349,,trip_updates (2024-06-06 18:11:20.441111+00:00)
634,62216398,62216398,13:20:00,20240606,429,0,y3323,3323,,trip_updates (2024-06-06 18:11:20.441111+00:00)
635,ADDED-1581935275,ADDED-1581935275,13:57:15,20240606,Green-D,0,G-10182,3643,ADDED,trip_updates (2024-06-06 18:11:20.441111+00:00)
636,61804663,61804663,13:25:00,20240606,Green-E,1,G-10166,3642-3875,,trip_updates (2024-06-06 18:11:20.441111+00:00)
637,61849695,61849695,14:12:00,20240606,61,1,y2085,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
638,61394306,61394306,14:43:00,20240606,57,0,y1763,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
639,61945937,61945937,15:05:00,20240606,39,1,y1266,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
640,61848747,61848747,15:00:00,20240606,627,1,y1946,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
641,61869579,61869579,14:07:00,20240606,112,0,y1411,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
642,61849594,61849594,14:05:00,20240606,64,0,y2083,2083,,trip_updates (2024-06-06 18:11:20.441111+00:00)
643,61928820,61928820,14:40:00,20240606,216,0,y0904,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
644,62145213,62145213,14:30:00,20240606,24,1,y1690,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
645,62216159,62216159,15:03:00,20240606,117,0,y3314,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
646,61870184,61870184,14:15:00,20240606,101,0,y1940,1940,,trip_updates (2024-06-06 18:11:20.441111+00:00)
647,61391558,61391558,14:45:00,20240606,9,1,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
648,61394303,61394303,13:55:00,20240606,57,0,y3235,3235,,trip_updates (2024-06-06 18:11:20.441111+00:00)
649,61869334,61869334,13:47:00,20240606,132,0,y0899,0899,,trip_updates (2024-06-06 18:11:20.441111+00:00)
650,61946821,61946821,13:51:00,20240606,743,0,y1325,1325,,trip_updates (2024-06-06 18:11:20.441111+00:00)
651,61946079,61946079,14:18:00,20240606,742,1,y1323,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
652,62145954,62145954,14:20:00,20240606,32,1,y1620,1620,,trip_updates (2024-06-06 18:11:20.441111+00:00)
653,62146074,62146074,14:06:00,20240606,32,0,y1657,1657,,trip_updates (2024-06-06 18:11:20.441111+00:00)
654,62145478,62145478,14:23:00,20240606,33,1,y1684,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
655,61391079,61391079,14:09:00,20240606,23,1,y1826,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
656,61849833,61849833,13:24:00,20240606,70,0,y2047,2047,,trip_updates (2024-06-06 18:11:20.441111+00:00)
657,61869200,61869200,13:50:00,20240606,101,0,y1409,1409,,trip_updates (2024-06-06 18:11:20.441111+00:00)
658,61391305,61391305,15:05:00,20240606,66,1,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
659,61392311,61392311,13:40:00,20240606,22,0,y1923,1923,,trip_updates (2024-06-06 18:11:20.441111+00:00)
660,61319286,61319286,13:21:00,20240606,Red,0,R-547CB780,1751,,trip_updates (2024-06-06 18:11:20.441111+00:00)
661,61391082,61391082,14:12:00,20240606,22,1,y1760,1760,,trip_updates (2024-06-06 18:11:20.441111+00:00)
662,61393371,61393371,15:05:00,20240606,19,1,y1741,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
663,61869120,61869120,14:23:00,20240606,430,0,y0837,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
664,61850076,61850076,14:31:00,20240606,78,1,y2019,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
665,61848799,61848799,13:54:00,20240606,87,0,y3127,3127,,trip_updates (2024-06-06 18:11:20.441111+00:00)
666,61804505,61804505,14:34:00,20240606,Green-C,0,G-10113,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
667,62145423,62145423,14:46:00,20240606,33,1,y1650,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
668,61945621,61945621,14:46:00,20240606,28,1,y1263,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
669,61871047,61871047,15:07:00,20240606,92,1,y3118,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
670,CR-670362-936,CR-670362-936,14:00:00,20240606,CR-Fairmount,1,1846,1846,,trip_updates (2024-06-06 18:11:20.441111+00:00)
671,61870206,61870206,14:04:00,20240606,111,1,y2066,2066,,trip_updates (2024-06-06 18:11:20.441111+00:00)
672,61392296,61392296,14:40:00,20240606,65,0,y1890,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
673,62248808,62248808,14:25:00,20240606,Blue,0,B-547CB699,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
674,61870862,61870862,14:25:00,20240606,93,0,y2068,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
675,61940862,61940862,14:00:00,20240606,713,1,y3000,3000,,trip_updates (2024-06-06 18:11:20.441111+00:00)
676,61394410,61394410,14:05:00,20240606,60,1,y3221,3221,,trip_updates (2024-06-06 18:11:20.441111+00:00)
677,61392893,61392893,14:40:00,20240606,553,1,y1824,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
678,ADDED-1581935244,ADDED-1581935244,13:29:19,20240606,Red,1,R-547CB1A7,1729,ADDED,trip_updates (2024-06-06 18:11:20.441111+00:00)
679,62248836,62248836,14:10:00,20240606,Blue,0,B-547CB6B4,0719,,trip_updates (2024-06-06 18:11:20.441111+00:00)
680,61804302,61804302,13:29:00,20240606,Green-C,1,G-10197,3918-3920,,trip_updates (2024-06-06 18:11:20.441111+00:00)
681,61394298,61394298,,,57,0,,,CANCELED,trip_updates (2024-06-06 18:11:20.441111+00:00)
682,61394225,61394225,14:11:00,20240606,57,1,y3267,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
683,61849953,61849953,13:58:00,20240606,75,0,y1999,1999,,trip_updates (2024-06-06 18:11:20.441111+00:00)
684,61929271,61929271,15:00:00,20240606,230,0,y0830,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
