,entity_id,trip_update_trip_trip_id,trip_update_trip_start_time,trip_update_trip_start_date,trip_update_trip_route_id,trip_update_trip_direction_id,trip_update_vehicle_id,trip_update_vehicle_label,trip_update_trip_schedule_relationship,feed_message
685,ADDED-1581935242,ADDED-1581935242,13:25:43,20240606,Green-E,0,G-10059,3706-3830,ADDED,trip_updates (2024-06-06 18:11:20.441111+00:00)
686,61946728,61946728,14:22:00,20240606,743,1,y1328,1328,,trip_updates (2024-06-06 18:11:20.441111+00:00)
687,ADDED-1581935232,ADDED-1581935232,14:29:00,20240606,Red,0,R-547CAA81,,ADDED,trip_updates (2024-06-06 18:11:20.441111+00:00)
688,61929331,61929331,14:35:00,20240606,238,1,y0793,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
689,61848396,61848396,14:41:00,20240606,73,0,y2043,2043,,trip_updates (2024-06-06 18:11:20.441111+00:00)
690,61928800,61928800,14:12:00,20240606,215,1,y0799,0799,,trip_updates (2024-06-06 18:11:20.441111+00:00)
691,61869067,61869067,13:57:00,20240606,108,0,y1415,1415,,trip_updates (2024-06-06 18:11:20.441111+00:00)
692,62145507,62145507,14:51:00,20240606,37,0,y1614,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
693,61848237,61848237,14:00:00,20240606,86,0,y3140,3140,,trip_updates (2024-06-06 18:11:20.441111+00:00)
694,61393155,61393155,14:30:00,20240606,8,1,y1910,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
695,61319176,61319176,13:59:00,20240606,Red,0,R-547CB6BB,1725,,trip_updates (2024-06-06 18:11:20.441111+00:00)
696,61394309,61394309,15:07:00,20240606,57,0,y3262,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
697,61391554,61391554,14:00:00,20240606,9,1,y1901,1901,,trip_updates (2024-06-06 18:11:20.441111+00:00)
698,61870049,61870049,13:50:00,20240606,91,0,y2048,2048,,trip_updates (2024-06-06 18:11:20.441111+00:00)
699,62216537,62216537,13:50:00,20240606,441,0,y3315,3315,,trip_updates (2024-06-06 18:11:20.441111+00:00)
700,61870069,61870069,14:28:00,20240606,111,0,y3136,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
701,ADDED-1581935280,ADDED-1581935280,14:22:00,20240606,Orange,0,O-547CB698,1500,ADDED,trip_updates (2024-06-06 18:11:20.441111+00:00)
702,61392330,61392330,14:05:00,20240606,23,0,y1808,1808,,trip_updates (2024-06-06 18:11:20.441111+00:00)
703,62216338,62216338,13:50:00,20240606,426,1,y3332,3332,,trip_updates (2024-06-06 18:11:20.441111+00:00)
704,62145526_1,62145526_1,14:30:00,20240606,39,0,y1715,1715,,trip_updates (2024-06-06 18:11:20.441111+00:00)
705,62146090,62146090,15:03:00,20240606,32,0,y1664,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
706,61848882,61848882,14:18:00,20240606,87,1,y1978,1978,,trip_updates (2024-06-06 18:11:20.441111+00:00)
707,62146071,62146071,13:40:00,20240606,32,0,y1605,1605,,trip_updates (2024-06-06 18:11:20.441111+00:00)
708,61394055,61394055,14:55:00,20240606,43,1,y3275,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
709,61928631,61928631,14:47:00,20240606,201,1,y0777,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
710,61849116,61849116,13:50:00,20240606,350,1,y3147,3147,,trip_updates (2024-06-06 18:11:20.441111+00:00)
711,61871495,61871495,14:46:00,20240606,111,1,y3144,3144,,trip_updates (2024-06-06 18:11:20.441111+00:00)
712,61394065,61394065,13:40:00,20240606,10,0,y3296,3296,,trip_updates (2024-06-06 18:11:20.441111+00:00)
713,61871050,61871050,15:03:00,20240606,93,1,y2068,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
714,61945638,61945638,13:37:00,20240606,28,1,y1260,1260,,trip_updates (2024-06-06 18:11:20.441111+00:00)
715,61945742,61945742,14:03:00,20240606,749,0,y1281,1281,,trip_updates (2024-06-06 18:11:20.441111+00:00)
716,62145015,62145015,14:24:00,20240606,51,1,y1694,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
717,61928913,61928913,14:40:00,20240606,216,0,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
718,61849252,61849252,14:52:00,20240606,69,1,y1953,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
719,61945712,61945712,14:49:00,20240606,749,1,y1290,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
720,61391562,61391562,15:08:00,20240606,7,1,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
721,CR-660225-114,CR-660225-114,13:43:00,20240606,CR-Newburyport,1,1714,1714,,trip_updates (2024-06-06 18:11:20.441111+00:00)
722,61392314,61392314,13:55:00,20240606,28,1,y1884,1884,,trip_updates (2024-06-06 18:11:20.441111+00:00)
723,61940899,61940899,14:40:00,20240606,712,0,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
724,62216282,62216282,13:52:00,20240606,119,1,y3114,3114,,trip_updates (2024-06-06 18:11:20.441111+00:00)
725,61394037,61394037,13:35:00,20240606,60,1,y3249,3249,,trip_updates (2024-06-06 18:11:20.441111+00:00)
726,CR-660358-418,CR-660358-418,13:25:00,20240606,CR-Fitchburg,1,1808,1808,,trip_updates (2024-06-06 18:11:20.441111+00:00)
727,61940986,61940986,14:30:00,20240606,713,0,y3002,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
728,61392329,61392329,14:05:00,20240606,15,0,y1755,1755,,trip_updates (2024-06-06 18:11:20.441111+00:00)
729,61391560,61391560,15:10:00,20240606,10,1,y1879,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
730,61848578,61848578,14:52:00,20240606,71,1,y2035,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
731,61392295,61392295,13:55:00,20240606,60,0,y1822,1822,,trip_updates (2024-06-06 18:11:20.441111+00:00)
732,62144632,62144632,14:35:00,20240606,24,0,y1666,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
733,62144832,62144832,14:33:00,20240606,35,0,y1602,1602,,trip_updates (2024-06-06 18:11:20.441111+00:00)
734,61945659,61945659,14:10:00,20240606,28,1,y1254,1254,,trip_updates (2024-06-06 18:11:20.441111+00:00)
735,61928801,61928801,14:45:00,20240606,215,1,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
736,61849358,61849358,15:10:00,20240606,83,0,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
737,61849509,61849509,14:54:00,20240606,77,1,y2067,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
738,61319302,61319302,13:36:00,20240606,Red,0,R-547CA7B1,1514,,trip_updates (2024-06-06 18:11:20.441111+00:00)
739,61870152,61870152,13:45:00,20240606,110,1,y2042,2042,,trip_updates (2024-06-06 18:11:20.441111+00:00)
740,62216457,62216457,13:20:00,20240606,435,1,y1424,1424,,trip_updates (2024-06-06 18:11:20.441111+00:00)
741,61869134,61869134,14:55:00,20240606,430,0,y0844,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
742,62144873,62144873,14:59:00,20240606,35,1,y1618,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
743,62144596,62144596,14:12:00,20240606,29,1,y1604,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
744,61940987,61940987,14:45:00,20240606,712,1,y3002,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
745,61391552,61391552,14:05:00,20240606,7,1,y1854,1854,,trip_updates (2024-06-06 18:11:20.441111+00:00)
746,61848842,61848842,15:09:00,20240606,87,0,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
747,61393826,61393826,14:30:00,20240606,7,1,y3240,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
748,61946095,61946095,14:30:00,20240606,742,1,y1304,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
749,61391307,61391307,14:35:00,20240606,60,1,y1822,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
750,61392413,61392413,13:57:00,20240606,15,1,y1796,1796,,trip_updates (2024-06-06 18:11:20.441111+00:00)
751,62146027,62146027,15:05:00,20240606,32,1,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
752,61393372,61393372,13:40:00,20240606,19,1,y1741,1741,,trip_updates (2024-06-06 18:11:20.441111+00:00)
753,61869156,61869156,14:45:00,20240606,106,0,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
754,61393000,61393000,13:50:00,20240606,504,1,y1833,1833,,trip_updates (2024-06-06 18:11:20.441111+00:00)
755,61946414,61946414,14:31:00,20240606,741,1,y1327,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
756,62216494,62216494,13:53:00,20240606,436,1,y3103,3103,,trip_updates (2024-06-06 18:11:20.441111+00:00)
757,ADDED-1581935286,ADDED-1581935286,14:03:01,20240606,Green-D,1,G-10246,3815,ADDED,trip_updates (2024-06-06 18:11:20.441111+00:00)
758,62144904,62144904,14:57:00,20240606,35,0,y1671,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
759,61946093,61946093,13:52:00,20240606,742,1,y1304,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
760,61392056,61392056,14:37:00,20240606,66,1,y1800,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
761,61928852,61928852,14:15:00,20240606,216,1,y0826,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
762,61804297,61804297,14:10:00,20240606,Green-C,0,G-10197,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
763,61391412,61391412,15:10:00,20240606,9,0,y1918,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
764,62145081,62145081,15:00:00,20240606,50,0,y1651,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
765,61391549,61391549,13:45:00,20240606,9,1,y1871,1871,,trip_updates (2024-06-06 18:11:20.441111+00:00)
766,62216367,62216367,14:40:00,20240606,426,0,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
767,62146069,62146069,14:54:00,20240606,32,1,y1645,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
768,61848691,61848691,14:45:00,20240606,88,0,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
769,61849468,61849468,15:05:00,20240606,77,1,y2089,2089,,trip_updates (2024-06-06 18:11:20.441111+00:00)
770,62216157,62216157,14:19:00,20240606,117,0,y3353,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
771,62145083,62145083,14:15:00,20240606,51,0,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
772,61848244,61848244,14:55:00,20240606,86,1,y3140,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
773,61319316,61319316,13:51:00,20240606,Red,0,R-547CA5E2,1834,,trip_updates (2024-06-06 18:11:20.441111+00:00)
774,61945922,61945922,13:35:00,20240606,39,1,y1219,1219,,trip_updates (2024-06-06 18:11:20.441111+00:00)
775,61390953,61390953,14:56:00,20240606,16,0,y1731,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
776,62144600,62144600,13:36:00,20240606,29,0,y1604,1604,,trip_updates (2024-06-06 18:11:20.441111+00:00)
777,62146140,62146140,15:09:00,20240606,32,0,y1630,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
778,61945727,61945727,14:36:00,20240606,749,0,y1278,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
779,61870354,61870354,14:35:00,20240606,90,1,y1962,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
780,61869523,61869523,14:00:00,20240606,96,1,y1408,1408,,trip_updates (2024-06-06 18:11:20.441111+00:00)
781,61929074,61929074,13:56:00,20240606,222,0,y0778,0778,,trip_updates (2024-06-06 18:11:20.441111+00:00)
782,61869371,61869371,14:27:00,20240606,89,1,y1447,1447,,trip_updates (2024-06-06 18:11:20.441111+00:00)
783,62216626,62216626,15:00:00,20240606,450,0,y1437,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
784,61391274,61391274,13:25:00,20240606,47,0,y1754,1754,,trip_updates (2024-06-06 18:11:20.441111+00:00)
785,62145493,62145493,14:29:00,20240606,42,0,y1674,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
786,61870207,61870207,13:52:00,20240606,111,1,y3136,3136,,trip_updates (2024-06-06 18:11:20.441111+00:00)
787,61394075,61394075,14:55:00,20240606,747,0,y3290,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
788,61849731,61849731,14:57:00,20240606,70,0,y3125,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
789,62145672,62145672,14:28:00,20240606,31,1,y1638,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
790,61946240,61946240,,,751,0,,,CANCELED,trip_updates (2024-06-06 18:11:20.441111+00:00)
791,61391559,61391559,15:00:00,20240606,9,1,y1871,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
792,62216480,62216480,13:46:00,20240606,436,0,y3319,3319,,trip_updates (2024-06-06 18:11:20.441111+00:00)
793,62216153,62216153,13:55:00,20240606,117,0,y1425,1425,,trip_updates (2024-06-06 18:11:20.441111+00:00)
794,61870812,61870812,14:10:00,20240606,111,0,y2004,2004,,trip_updates (2024-06-06 18:11:20.441111+00:00)
795,62145171,62145171,14:45:00,20240606,38,0,y1665,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
796,61870268,61870268,13:50:00,20240606,90,0,y1962,1962,,trip_updates (2024-06-06 18:11:20.441111+00:00)
797,ADDED-1581935264,ADDED-1581935264,13:42:23,20240606,Green-D,0,G-10048,3655-3889,ADDED,trip_updates (2024-06-06 18:11:20.441111+00:00)
798,ADDED-1581935288,ADDED-1581935288,14:03:31,20240606,Green-E,0,G-10088,3878-3687,ADDED,trip_updates (2024-06-06 18:11:20.441111+00:00)
799,61391758,61391758,15:03:00,20240606,1,0,y1809,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
800,62145528_1,62145528_1,14:30:00,20240606,39,0,y1656,1656,,trip_updates (2024-06-06 18:11:20.441111+00:00)
801,61946096,61946096,14:55:00,20240606,742,0,y1304,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
802,61869167,61869167,14:30:00,20240606,108,0,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
803,ADDED-1581935291,ADDED-1581935291,14:33:00,20240606,Orange,0,O-547CB697,,ADDED,trip_updates (2024-06-06 18:11:20.441111+00:00)
804,61946729,61946729,14:41:00,20240606,743,0,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
805,61849756,61849756,14:31:00,20240606,70,0,y2008,2008,,trip_updates (2024-06-06 18:11:20.441111+00:00)
806,62146254,62146254,14:20:00,20240606,34,1,y1632,1632,,trip_updates (2024-06-06 18:11:20.441111+00:00)
807,61804648,61804648,13:18:00,20240606,Green-E,1,G-10161,3671-3804,,trip_updates (2024-06-06 18:11:20.441111+00:00)
808,61946469,61946469,14:42:00,20240606,741,0,y1333,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
809,61848996,61848996,14:55:00,20240606,80,0,y2062,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
810,61869007,61869007,14:30:00,20240606,100,0,y0888,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
811,61394026,61394026,14:10:00,20240606,59,0,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
812,61849913,61849913,15:05:00,20240606,75,0,y1955,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
813,61849940,61849940,14:45:00,20240606,74,0,y1999,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
814,61871421,61871421,15:00:00,20240606,112,0,y3146,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
815,61391077,61391077,,,23,1,,,CANCELED,trip_updates (2024-06-06 18:11:20.441111+00:00)
816,62216091,62216091,13:51:00,20240606,116,1,y1435,1435,,trip_updates (2024-06-06 18:11:20.441111+00:00)
817,61929381,61929381,14:26:00,20240606,240,0,y0810,0810,,trip_updates (2024-06-06 18:11:20.441111+00:00)
818,61946727,61946727,14:17:00,20240606,743,0,y1300,1300,,trip_updates (2024-06-06 18:11:20.441111+00:00)
819,61849141,61849141,13:46:00,20240606,350,0,y3151,3151,,trip_updates (2024-06-06 18:11:20.441111+00:00)
820,61870075,61870075,14:32:00,20240606,110,1,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
821,61849810,61849810,13:52:00,20240606,70,0,y3117,3117,,trip_updates (2024-06-06 18:11:20.441111+00:00)
822,61928718,61928718,14:35:00,20240606,211,1,y0905,0905,,trip_updates (2024-06-06 18:11:20.441111+00:00)
823,62216040,62216040,14:53:00,20240606,116,0,y1419,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
824,61928914,61928914,15:00:00,20240606,216,0,y0801,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
825,62216222,62216222,14:45:00,20240606,117,1,y1425,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
826,61319236,61319236,14:03:00,20240606,Red,1,R-547CB69E,1601,,trip_updates (2024-06-06 18:11:20.441111+00:00)
827,61848993,61848993,14:15:00,20240606,80,1,y2062,2062,,trip_updates (2024-06-06 18:11:20.441111+00:00)
828,61869500,61869500,13:55:00,20240606,97,0,y0887,0887,,trip_updates (2024-06-06 18:11:20.441111+00:00)
829,61848291,61848291,15:00:00,20240606,86,0,y1964,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
830,61945639,61945639,14:20:00,20240606,28,0,y1264,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
831,CR-670147-521,CR-670147-521,13:45:00,20240606,CR-Worcester,0,1826,1826,,trip_updates (2024-06-06 18:11:20.441111+00:00)
832,61804304,61804304,14:18:00,20240606,Green-C,0,G-10042,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
833,61392580,61392580,13:20:00,20240606,23,0,y1826,1826,,trip_updates (2024-06-06 18:11:20.441111+00:00)
834,CR-670280-822,CR-670280-822,13:15:00,20240606,CR-Providence,1,1813,1813,,trip_updates (2024-06-06 18:11:20.441111+00:00)
835,61848155,61848155,14:55:00,20240606,67,1,y2075,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
836,61870742,61870742,14:57:00,20240606,104,1,y1990,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
837,61394221,61394221,13:37:00,20240606,57,1,y3284,3284,,trip_updates (2024-06-06 18:11:20.441111+00:00)
838,61804769,61804769,14:08:00,20240606,Green-E,1,G-10043,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
839,62146233_1,62146233_1,14:17:00,20240606,39,0,y1612,1612,,trip_updates (2024-06-06 18:11:20.441111+00:00)
840,62145675,62145675,15:05:00,20240606,31,1,y1647,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
841,62146314,62146314,13:29:00,20240606,34E,0,y1628,1628,,trip_updates (2024-06-06 18:11:20.441111+00:00)
842,61869057,61869057,14:07:00,20240606,137,0,y0852,0852,,trip_updates (2024-06-06 18:11:20.441111+00:00)
843,61871222,61871222,14:00:00,20240606,106,0,y1930,1930,,trip_updates (2024-06-06 18:11:20.441111+00:00)
844,61804919,61804919,14:12:00,20240606,Green-D,0,G-10229,3872-3670,,trip_updates (2024-06-06 18:11:20.441111+00:00)
845,62144936,62144936,14:22:00,20240606,37,1,y1614,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
846,62216090,62216090,13:30:00,20240606,116,1,y3353,3353,,trip_updates (2024-06-06 18:11:20.441111+00:00)
847,61392882,61392882,15:10:00,20240606,708,0,y1786,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
848,61319211,61319211,14:51:00,20240606,Red,0,R-547C831E,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
849,61849322,61849322,13:52:00,20240606,69,0,y2015,2015,,trip_updates (2024-06-06 18:11:20.441111+00:00)
850,61946731,61946731,14:59:00,20240606,743,1,y1300,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
851,61849037,61849037,14:30:00,20240606,83,0,y2115,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
852,62216033,62216033,14:07:00,20240606,116,0,y3329,3329,,trip_updates (2024-06-06 18:11:20.441111+00:00)
853,61394229,61394229,15:10:00,20240606,57,1,y3220,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
854,61392053,61392053,14:48:00,20240606,66,1,y1862,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
855,61945612,61945612,13:56:00,20240606,28,0,y1253,1253,,trip_updates (2024-06-06 18:11:20.441111+00:00)
856,61848802,61848802,14:39:00,20240606,87,1,y3127,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
857,61392146,61392146,13:31:00,20240606,1,1,y1881,1881,,trip_updates (2024-06-06 18:11:20.441111+00:00)
858,61394034,61394034,14:15:00,20240606,60,0,y3253,3253,,trip_updates (2024-06-06 18:11:20.441111+00:00)
859,61849593,61849593,15:00:00,20240606,64,1,y2083,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
860,61869529,61869529,15:10:00,20240606,94,0,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
861,61391275,61391275,13:45:00,20240606,47,0,y1775,1775,,trip_updates (2024-06-06 18:11:20.441111+00:00)
862,61849018,61849018,14:00:00,20240606,83,1,y2115,2115,,trip_updates (2024-06-06 18:11:20.441111+00:00)
863,61393848,61393848,14:08:00,20240606,7,0,y3240,3240,,trip_updates (2024-06-06 18:11:20.441111+00:00)
864,62144885,62144885,15:10:00,20240606,36,1,y1648,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
865,61848564,61848564,14:48:00,20240606,71,0,y3120,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
866,61871038,61871038,14:12:00,20240606,104,0,y1990,1990,,trip_updates (2024-06-06 18:11:20.441111+00:00)
867,61391908,61391908,15:05:00,20240606,16,1,y1761,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
868,62248824,62248824,14:49:00,20240606,Blue,0,B-547CB6A6,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
869,61869464,61869464,14:50:00,20240606,89,0,y1447,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
870,61929270,61929270,14:00:00,20240606,230,0,y0828,0828,,trip_updates (2024-06-06 18:11:20.441111+00:00)
871,61392416,61392416,14:18:00,20240606,15,1,y1771,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
872,61849815,61849815,14:58:00,20240606,70,1,y3117,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
873,61869006,61869006,13:50:00,20240606,100,0,y0888,0888,,trip_updates (2024-06-06 18:11:20.441111+00:00)
874,61392800,61392800,14:45:00,20240606,10,0,y1886,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
875,61391905,61391905,13:50:00,20240606,16,1,y1888,1888,,trip_updates (2024-06-06 18:11:20.441111+00:00)
876,62145238,62145238,14:30:00,20240606,30,0,,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
877,61391900,61391900,14:05:00,20240606,16,1,y1745,1745,,trip_updates (2024-06-06 18:11:20.441111+00:00)
878,62216782,62216782,14:43:00,20240606,120,0,y3347,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
879,61848649,61848649,14:12:00,20240606,71,0,y1951,1951,,trip_updates (2024-06-06 18:11:20.441111+00:00)
880,61929213,61929213,14:05:00,20240606,226,1,y0817,0817,,trip_updates (2024-06-06 18:11:20.441111+00:00)
881,61871036,61871036,13:55:00,20240606,93,1,y2068,2068,,trip_updates (2024-06-06 18:11:20.441111+00:00)
882,62216739,62216739,14:20:00,20240606,455,0,y3302,3302,,trip_updates (2024-06-06 18:11:20.441111+00:00)
883,61804575,61804575,14:59:00,20240606,Green-E,1,G-10088,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
884,61870046,61870046,15:05:00,20240606,91,1,y2048,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
885,61805063,61805063,14:09:00,20240606,Green-D,1,G-10015,3865-3688,,trip_updates (2024-06-06 18:11:20.441111+00:00)
886,61805389,61805389,13:39:00,20240606,Green-B,1,G-10018,3814-3698,,trip_updates (2024-06-06 18:11:20.441111+00:00)
887,CR-670316-877,CR-670316-877,18:05:00,20240606,CR-Providence,0,1834,1834,,trip_updates (2024-06-06 18:11:20.441111+00:00)
888,61392050,61392050,13:37:00,20240606,66,1,y1848,1848,,trip_updates (2024-06-06 18:11:20.441111+00:00)
889,61868987,61868987,14:10:00,20240606,100,1,y0888,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
890,61391090,61391090,14:49:00,20240606,22,1,y1817,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
891,61392598,61392598,14:11:00,20240606,15,0,y1916,1916,,trip_updates (2024-06-06 18:11:20.441111+00:00)
892,61928823,61928823,14:40:00,20240606,216,0,y0826,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
893,62145050,62145050,14:00:00,20240606,37,0,y1614,1614,,trip_updates (2024-06-06 18:11:20.441111+00:00)
894,62145517_2,62145517_2,15:00:00,20240606,36,0,y1707,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
895,61870172,61870172,14:04:00,20240606,111,0,y2000,2000,,trip_updates (2024-06-06 18:11:20.441111+00:00)
896,61391759,61391759,14:56:00,20240606,66,0,y1783,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
897,61870861,61870861,14:00:00,20240606,92,0,y3148,3148,,trip_updates (2024-06-06 18:11:20.441111+00:00)
898,61928766,61928766,14:15:00,20240606,215,0,y0903,0903,,trip_updates (2024-06-06 18:11:20.441111+00:00)
899,62145496,62145496,14:04:00,20240606,42,1,y1674,1674,,trip_updates (2024-06-06 18:11:20.441111+00:00)
900,62216649,62216649,13:25:00,20240606,450,1,y1437,1437,,trip_updates (2024-06-06 18:11:20.441111+00:00)
901,61394227,61394227,14:34:00,20240606,57,1,y3235,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
902,61319293,61319293,15:06:00,20240606,Red,1,R-547CA7B1,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
903,61393414,61393414,14:32:00,20240606,18,1,y1921,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
904,61870492,61870492,13:46:00,20240606,111,0,y2084,2084,,trip_updates (2024-06-06 18:11:20.441111+00:00)
905,62146215,62146215,14:04:00,20240606,34E,0,y1683,1683,,trip_updates (2024-06-06 18:11:20.441111+00:00)
906,62145131,62145131,14:40:00,20240606,36,0,y1648,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
907,61849547,61849547,14:01:00,20240606,77,0,y1971,1971,,trip_updates (2024-06-06 18:11:20.441111+00:00)
908,61394414,61394414,14:10:00,20240606,19,0,y3258,3258,,trip_updates (2024-06-06 18:11:20.441111+00:00)
909,61848771,61848771,13:59:00,20240606,87,1,y3125,3125,,trip_updates (2024-06-06 18:11:20.441111+00:00)
910,62144707,62144707,14:14:00,20240606,42,0,y1708,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
911,61946733,61946733,14:52:00,20240606,743,0,y1312,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
912,NONREV-1580564353,NONREV-1580564353,14:15:00,20240606,Red,1,R-547CB8B1,1841,ADDED,trip_updates (2024-06-06 18:11:20.441111+00:00)
913,CR-670194-617,CR-670194-617,13:55:00,20240606,CR-Needham,0,1847,1847,,trip_updates (2024-06-06 18:11:20.441111+00:00)
914,61392057,61392057,14:59:00,20240606,66,1,y1724,,,trip_updates (2024-06-06 18:11:20.441111+00:00)
915,ADDED-1581935231,ADDED-1581935231,13:20:51,20240606,Red,1,R-547CAA81,1843,ADDED,trip_updates (2024-06-06 18:11:20.441111+00:00)
916,62216445,62216445,12:55:00,20240606,435,0,y3343,3343,,trip_updates (2024-06-06 18:11:20.441111+00:00)
917,61946592,61946592,14:01:00,20240606,741,1,y1341,1341,,trip_updates (2024-06-06 18:11:20.441111+00:00)
