id,vehicle_trip_trip_id,vehicle_trip_start_time,vehicle_trip_start_date,vehicle_trip_schedule_relationship,vehicle_trip_route_id,vehicle_trip_direction_id,vehicle_position_latitude,vehicle_position_longitude,vehicle_position_bearing,vehicle_current_stop_sequence,vehicle_current_status,vehicle_timestamp,vehicle_stop_id,vehicle_vehicle_id,vehicle_vehicle_label,vehicle_occupancy_status,vehicle_occupancy_percentage,vehicle_multi_carriage_details,vehicle_position_speed
R-547C5517,61319302,13:36:00,20240530,SCHEDULED,Red,0.0,42.39618,-71.14054,85.0,1.0,STOPPED_AT,1717089937,Alewife-02,R-547C5517,1881,,,"[{'label': '1881', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '1880', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '1802', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '1803', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '1837', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '1836', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
y3354,62216457,13:20:00,20240530,SCHEDULED,435,1.0,42.55047,-70.92374,269.0,17.0,IN_TRANSIT_TO,1717090475,14615,y3354,3354,MANY_SEATS_AVAILABLE,20.0,,
y1809,61393372,13:40:00,20240530,SCHEDULED,19,1.0,42.30018,-71.06072,90.0,1.0,STOPPED_AT,1717090415,323,y1809,1809,MANY_SEATS_AVAILABLE,0.0,,
y1919,61392411,13:33:00,20240530,SCHEDULED,15,1.0,42.31491,-71.06595,0.0,6.0,STOPPED_AT,1717090473,1479,y1919,1919,MANY_SEATS_AVAILABLE,0.0,,
O-547C81C9,ADDED-1581923755,13:29:00,20240530,ADDED,Orange,0.0,42.33234,-71.09452,220.0,150.0,INCOMING_AT,1717090474,70008,O-547C81C9,1446,,,"[{'label': '1446', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 5, 'carriage_sequence': 1}, {'label': '1447', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 11, 'carriage_sequence': 2}, {'label': '1492', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '1493', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 1, 'carriage_sequence': 4}, {'label': '1445', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 5, 'carriage_sequence': 5}, {'label': '1444', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 5, 'carriage_sequence': 6}]",
y3005,61940860,13:30:00,20240530,SCHEDULED,713,1.0,42.375824,-70.987785,0.0,11.0,IN_TRANSIT_TO,1717090471,109893,y3005,3005,,,,
y1940,61871028,13:19:00,20240530,SCHEDULED,93,1.0,42.362637,-71.057365,155.0,18.0,IN_TRANSIT_TO,1717090477,83091,y1940,1940,FEW_SEATS_AVAILABLE,40.0,,
1712,CR-660379-490,13:01:00,20240530,SCHEDULED,CR-Fitchburg,1.0,42.374428,-71.23443,,70.0,STOPPED_AT,1717090459,FR-0098-S,1712,1712,,,,
y1706,62145477,13:39:00,20240530,SCHEDULED,21,0.0,42.30095,-71.11294,219.0,1.0,STOPPED_AT,1717090467,875,y1706,1706,MANY_SEATS_AVAILABLE,0.0,,
y2014,61870134,13:05:00,20240530,SCHEDULED,110,0.0,42.40914,-71.002686,86.0,29.0,IN_TRANSIT_TO,1717090475,4717,y2014,2014,FEW_SEATS_AVAILABLE,40.0,,
y0865,61869139,13:15:00,20240530,SCHEDULED,430,0.0,42.439896,-71.0323,340.0,19.0,IN_TRANSIT_TO,1717090476,7545,y0865,0865,MANY_SEATS_AVAILABLE,20.0,,
y1866,61391549,13:45:00,20240530,SCHEDULED,9,1.0,42.33857,-71.03135,45.0,1.0,STOPPED_AT,1717090450,33,y1866,1866,MANY_SEATS_AVAILABLE,0.0,,
G-10026,61805181,13:04:00,20240530,SCHEDULED,Green-B,0.0,42.33949,-71.15723,315.0,300.0,STOPPED_AT,1717090449,70111,G-10026,3913-3908,,,"[{'label': '3913', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3908', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",5.6
y1205,61945922,13:35:00,20240530,SCHEDULED,39,1.0,42.29983,-71.11412,45.0,1.0,STOPPED_AT,1717090465,10642,y1205,1205,MANY_SEATS_AVAILABLE,20.0,,
y2074,61870650,13:10:00,20240530,SCHEDULED,109,1.0,42.385082,-71.07359,211.0,29.0,STOPPED_AT,1717090476,5502,y2074,2074,FEW_SEATS_AVAILABLE,60.0,,
O-547C7816,ADDED-1581923741,13:35:00,20240530,ADDED,Orange,1.0,42.30122,-71.11384,30.0,1.0,STOPPED_AT,1717089987,Forest Hills-02,O-547C7816,1474,,,"[{'label': '1474', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '1475', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 3, 'carriage_sequence': 2}, {'label': '1505', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 9, 'carriage_sequence': 3}, {'label': '1504', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 10, 'carriage_sequence': 4}, {'label': '1457', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 5, 'carriage_sequence': 5}, {'label': '1456', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 5, 'carriage_sequence': 6}]",
G-10010,ADDED-1581923768,13:23:46,20240530,ADDED,Green-B,1.0,42.33807,-71.15385,135.0,20.0,INCOMING_AT,1717090438,70112,G-10010,3706-3833,,,"[{'label': '3706', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3833', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",3.0
y1453,61869523,14:00:00,20240530,SCHEDULED,96,1.0,42.38434,-71.0765,188.0,1.0,STOPPED_AT,1717090474,45002,y1453,1453,MANY_SEATS_AVAILABLE,0.0,,
y1314,61946707,13:24:00,20240530,SCHEDULED,743,0.0,42.347588,-71.04272,0.0,5.0,IN_TRANSIT_TO,1717090474,7096,y1314,1314,MANY_SEATS_AVAILABLE,0.0,,
y1876,61391736,12:51:00,20240530,SCHEDULED,66,0.0,42.36311,-71.129814,44.0,29.0,IN_TRANSIT_TO,1717090471,2561,y1876,1876,MANY_SEATS_AVAILABLE,20.0,,
y1844,61391274,13:25:00,20240530,SCHEDULED,47,0.0,42.335117,-71.075,0.0,7.0,IN_TRANSIT_TO,1717090448,1791,y1844,1844,MANY_SEATS_AVAILABLE,0.0,,
y1261,61945613,13:05:00,20240530,SCHEDULED,28,0.0,42.318634,-71.08182,205.0,11.0,IN_TRANSIT_TO,1717090469,406,y1261,1261,MANY_SEATS_AVAILABLE,40.0,,
R-547C940D,61319076,12:59:00,20240530,SCHEDULED,Red,0.0,42.32057,-71.05259,170.0,130.0,STOPPED_AT,1717090436,70085,R-547C940D,1606,,,"[{'label': '1606', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '1607', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '1733', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '1732', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '1728', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '1729', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
R-547C8A3F,61319181,13:00:00,20240530,SCHEDULED,Red,1.0,42.36703,-71.10627,310.0,190.0,IN_TRANSIT_TO,1717090470,70068,R-547C8A3F,1823,,,"[{'label': '1820', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '1821', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '1883', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '1882', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '1822', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '1823', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
y1995,61848772,13:21:00,20240530,SCHEDULED,87,0.0,42.384434,-71.11111,0.0,12.0,IN_TRANSIT_TO,1717090475,2621,y1995,1995,MANY_SEATS_AVAILABLE,20.0,,
y3305,62216480,13:46:00,20240530,SCHEDULED,436,0.0,42.46243,-70.965904,93.0,1.0,STOPPED_AT,1717090476,14748,y3305,3305,MANY_SEATS_AVAILABLE,0.0,,
y1211,61945921,13:05:00,20240530,SCHEDULED,39,1.0,42.340515,-71.08838,0.0,21.0,IN_TRANSIT_TO,1717090476,91317,y1211,1211,MANY_SEATS_AVAILABLE,40.0,,
y2084,61870268,13:50:00,20240530,SCHEDULED,90,0.0,42.38771,-71.07326,135.0,1.0,STOPPED_AT,1717090459,28746,y2084,2084,MANY_SEATS_AVAILABLE,0.0,,
y1201,61945924,13:23:00,20240530,SCHEDULED,39,0.0,42.33823,-71.0946,241.0,8.0,IN_TRANSIT_TO,1717090477,71391,y1201,1201,MANY_SEATS_AVAILABLE,0.0,,
y2051,61849113,12:46:00,20240530,SCHEDULED,350,0.0,42.49635,-71.19443,9.0,58.0,IN_TRANSIT_TO,1717090476,41693,y2051,2051,MANY_SEATS_AVAILABLE,0.0,,
y1865,61391548,13:30:00,20240530,SCHEDULED,9,1.0,42.338234,-71.03162,88.0,1.0,STOPPED_AT,1717090476,33,y1865,1865,,,,
y1735,61392575,13:00:00,20240530,SCHEDULED,23,0.0,42.3214,-71.08197,180.0,9.0,STOPPED_AT,1717090471,404,y1735,1735,MANY_SEATS_AVAILABLE,20.0,,
y1819,61393035,13:05:00,20240530,SCHEDULED,504,0.0,42.35725,-71.18394,45.0,10.0,IN_TRANSIT_TO,1717090457,988,y1819,1819,MANY_SEATS_AVAILABLE,0.0,,
y3271,61394026,14:10:00,20240530,SCHEDULED,59,0.0,42.34651,-71.06072,0.0,1.0,STOPPED_AT,1717090472,8178,y3271,3271,MANY_SEATS_AVAILABLE,20.0,,
y1828,61392143,12:52:00,20240530,SCHEDULED,1,1.0,42.371826,-71.11803,115.0,2.0,IN_TRANSIT_TO,1717090478,66,y1828,1828,MANY_SEATS_AVAILABLE,20.0,,
y1459,62216089,13:08:00,20240530,SCHEDULED,116,1.0,42.39468,-71.03082,0.0,21.0,STOPPED_AT,1717090469,5726,y1459,1459,FEW_SEATS_AVAILABLE,60.0,,
y1641,62145129,13:35:00,20240530,SCHEDULED,36,0.0,42.29989,-71.11434,45.0,1.0,STOPPED_AT,1717090422,10642,y1641,1641,MANY_SEATS_AVAILABLE,0.0,,
y3125,61849810,13:52:00,20240530,SCHEDULED,70,0.0,42.38066,-71.08897,245.0,1.0,STOPPED_AT,1717090475,730,y3125,3125,MANY_SEATS_AVAILABLE,0.0,,
y1602,62145438,13:40:00,20240530,SCHEDULED,21,1.0,42.28428,-71.06396,0.0,1.0,STOPPED_AT,1717090418,334,y1602,1602,MANY_SEATS_AVAILABLE,20.0,,
R-547C8F29,61319312,12:33:00,20240530,SCHEDULED,Red,1.0,42.38416,-71.11936,0.0,200.0,INCOMING_AT,1717090474,70066,R-547C8F29,1864,,,"[{'label': '1864', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '1865', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '1843', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '1842', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '1801', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '1800', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
y1646,62144702,13:26:00,20240530,SCHEDULED,42,1.0,42.3103,-71.10372,36.0,6.0,STOPPED_AT,1717090474,5236,y1646,1646,MANY_SEATS_AVAILABLE,20.0,,
y2000,61849902,13:28:00,20240530,SCHEDULED,75,0.0,42.379498,-71.12597,0.0,4.0,STOPPED_AT,1717090465,2173,y2000,2000,MANY_SEATS_AVAILABLE,20.0,,
y1615,62146290,12:55:00,20240530,SCHEDULED,34E,0.0,42.215416,-71.18954,198.0,45.0,IN_TRANSIT_TO,1717090475,90621,y1615,1615,MANY_SEATS_AVAILABLE,0.0,,
y1871,61392580,13:20:00,20240530,SCHEDULED,23,0.0,42.327927,-71.08317,185.0,7.0,IN_TRANSIT_TO,1717090475,40001,y1871,1871,MANY_SEATS_AVAILABLE,0.0,,
y1320,61946704,13:05:00,20240530,SCHEDULED,743,1.0,42.366974,-71.02804,0.0,6.0,IN_TRANSIT_TO,1717090470,17096,y1320,1320,MANY_SEATS_AVAILABLE,20.0,,
1818,CR-670280-822,13:15:00,20240530,SCHEDULED,CR-Providence,1.0,41.928074,-71.29405,25.0,20.0,IN_TRANSIT_TO,1717090448,NEC-1969-04,1818,1818,,,,17.4
y3286,61394221,13:37:00,20240530,SCHEDULED,57,1.0,42.358093,-71.14271,280.0,1.0,STOPPED_AT,1717090476,900,y3286,3286,FEW_SEATS_AVAILABLE,60.0,,
G-10085,61805247,13:00:00,20240530,SCHEDULED,Green-B,1.0,42.34918,-71.10006,135.0,170.0,STOPPED_AT,1717090457,70148,G-10085,3891-3692,,,"[{'label': '3891', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3692', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",4.6
y1642,62145774,13:03:00,20240530,SCHEDULED,14,1.0,42.316124,-71.082954,0.0,27.0,STOPPED_AT,1717090449,390,y1642,1642,MANY_SEATS_AVAILABLE,20.0,,
y1662,62146314,13:29:00,20240530,SCHEDULED,34E,0.0,42.29849,-71.11575,207.0,2.0,IN_TRANSIT_TO,1717090474,596,y1662,1662,MANY_SEATS_AVAILABLE,40.0,,
y1637,62144906,13:35:00,20240530,SCHEDULED,35,0.0,42.298035,-71.114845,0.0,1.0,STOPPED_AT,1717090470,10642,y1637,1637,MANY_SEATS_AVAILABLE,20.0,,
y3260,61394009,13:25:00,20240530,SCHEDULED,43,1.0,42.340534,-71.07837,0.0,6.0,STOPPED_AT,1717090477,1232,y3260,3260,MANY_SEATS_AVAILABLE,0.0,,
y3334,62216090,13:30:00,20240530,SCHEDULED,116,1.0,42.418503,-70.99853,273.0,4.0,STOPPED_AT,1717090476,5703,y3334,3334,MANY_SEATS_AVAILABLE,20.0,,
y3129,61848806,13:20:00,20240530,SCHEDULED,88,1.0,42.399124,-71.12465,157.0,6.0,STOPPED_AT,1717090477,2580,y3129,3129,MANY_SEATS_AVAILABLE,0.0,,
y2042,61871027,13:18:00,20240530,SCHEDULED,104,0.0,42.41441,-71.04882,0.0,13.0,IN_TRANSIT_TO,1717090476,53541,y2042,2042,MANY_SEATS_AVAILABLE,20.0,,
y3106,62216479,12:55:00,20240530,SCHEDULED,436,0.0,42.540646,-70.9452,327.0,50.0,STOPPED_AT,1717090477,7269,y3106,3106,MANY_SEATS_AVAILABLE,20.0,,
1810,CR-670361-935,13:17:00,20240530,SCHEDULED,CR-Fairmount,0.0,42.29751,-71.078995,173.0,40.0,IN_TRANSIT_TO,1717090459,DB-2240-01,1810,1810,,,,12.1
1846,CR-670060-013,12:30:00,20240530,SCHEDULED,CR-Middleborough,0.0,41.884754,-70.92122,181.0,90.0,IN_TRANSIT_TO,1717090442,MM-0356-S,1846,1846,,,,7.6
y0811,61929045,13:27:00,20240530,SCHEDULED,222,1.0,42.22347,-70.93928,0.0,18.0,STOPPED_AT,1717090473,3695,y0811,0811,MANY_SEATS_AVAILABLE,0.0,,
y1953,61849018,14:00:00,20240530,SCHEDULED,83,1.0,42.381313,-71.09972,265.0,1.0,STOPPED_AT,1717090476,2425,y1953,1953,MANY_SEATS_AVAILABLE,20.0,,
y2001,61871033,13:38:00,20240530,SCHEDULED,92,1.0,42.38495,-71.07593,45.0,1.0,STOPPED_AT,1717090415,29009,y2001,2001,MANY_SEATS_AVAILABLE,0.0,,
y3145,61849663,13:25:00,20240530,SCHEDULED,70,1.0,42.36992,-71.19161,322.0,17.0,IN_TRANSIT_TO,1717090470,8296,y3145,3145,MANY_SEATS_AVAILABLE,0.0,,
y3004,61940810,13:30:00,20240530,SCHEDULED,713,1.0,42.373024,-70.97183,329.0,10.0,IN_TRANSIT_TO,1717090473,109821,y3004,3004,,,,
y3121,61849699,13:17:00,20240530,SCHEDULED,61,1.0,42.39687,-71.25756,90.0,18.0,STOPPED_AT,1717090414,18928,y3121,3121,MANY_SEATS_AVAILABLE,0.0,,
y1986,61871221,13:20:00,20240530,SCHEDULED,108,0.0,42.426888,-71.07876,82.0,20.0,IN_TRANSIT_TO,1717090475,5338,y1986,1986,FEW_SEATS_AVAILABLE,40.0,,
1831,CR-670276-818,15:12:00,20240530,SCHEDULED,CR-Providence,1.0,42.337833,-71.08783,41.0,80.0,STOPPED_AT,1717090435,NEC-2265-02,1831,1831,,,,7.2
y1970,61871036,13:55:00,20240530,SCHEDULED,93,1.0,42.38764,-71.07329,135.0,1.0,STOPPED_AT,1717090453,29010,y1970,1970,MANY_SEATS_AVAILABLE,0.0,,
y0804,61928692,13:10:00,20240530,SCHEDULED,210,0.0,42.268215,-71.0166,122.0,22.0,IN_TRANSIT_TO,1717090478,3026,y0804,0804,MANY_SEATS_AVAILABLE,0.0,,
y0892,61869460,13:12:00,20240530,SCHEDULED,89,0.0,42.396465,-71.12017,360.0,20.0,STOPPED_AT,1717090476,2628,y0892,0892,,,,
G-10021,61805389,13:39:00,20240530,SCHEDULED,Green-B,1.0,42.34018,-71.16709,135.0,1.0,STOPPED_AT,1717090460,70106,G-10021,3875,,,"[{'label': '3875', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}]",2.2
G-10070,61804719,12:42:00,20240530,SCHEDULED,Green-E,0.0,42.33791,-71.09507,225.0,610.0,STOPPED_AT,1717090460,70245,G-10070,3809-3605,,,"[{'label': '3809', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3605', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",
G-10372,ADDED-1581923765,13:31:03,20240530,ADDED,Green-B,0.0,42.35929,-71.05951,215.0,50.0,IN_TRANSIT_TO,1717090470,70196,G-10372,3659-3801,,,"[{'label': '3659', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3801', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",
y3358,62216627,13:00:00,20240530,SCHEDULED,450,0.0,42.45526,-70.97392,45.0,14.0,STOPPED_AT,1717090454,4520,y3358,3358,MANY_SEATS_AVAILABLE,0.0,,
y3337,62216649,13:25:00,20240530,SCHEDULED,450,1.0,42.516598,-70.90565,0.0,6.0,STOPPED_AT,1717090470,4458,y3337,3337,MANY_SEATS_AVAILABLE,20.0,,
G-10331,61804826,13:09:00,20240530,SCHEDULED,Green-D,0.0,42.34523,-71.10461,225.0,450.0,STOPPED_AT,1717090448,70187,G-10331,3866-3712,,,"[{'label': '3866', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3712', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",4.8
y1788,61390942,13:25:00,20240530,SCHEDULED,17,0.0,42.3207,-71.06136,180.0,7.0,IN_TRANSIT_TO,1717090450,362,y1788,1788,MANY_SEATS_AVAILABLE,40.0,,
y1763,61391342,13:05:00,20240530,SCHEDULED,47,1.0,42.332714,-71.08488,122.0,22.0,STOPPED_AT,1717090477,11593,y1763,1763,MANY_SEATS_AVAILABLE,20.0,,
y3304,62216445,12:55:00,20240530,SCHEDULED,435,0.0,42.52676,-70.92711,0.0,40.0,STOPPED_AT,1717090467,4929,y3304,3304,MANY_SEATS_AVAILABLE,40.0,,
y0882,61870098,13:20:00,20240530,SCHEDULED,105,1.0,42.4263,-71.07413,225.0,1.0,STOPPED_AT,1717090450,53270,y0882,0882,MANY_SEATS_AVAILABLE,0.0,,
R-547C9457,61319046,13:15:00,20240530,SCHEDULED,Red,1.0,42.35108,-71.05232,355.0,130.0,INCOMING_AT,1717090455,70080,R-547C9457,1910,,,"[{'label': '1910', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 10, 'carriage_sequence': 1}, {'label': '1911', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 9, 'carriage_sequence': 2}, {'label': '1907', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 7, 'carriage_sequence': 3}, {'label': '1906', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 8, 'carriage_sequence': 4}, {'label': '1901', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 7, 'carriage_sequence': 5}, {'label': '1900', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 10, 'carriage_sequence': 6}]",
G-10046,61804949,12:58:00,20240530,SCHEDULED,Green-D,1.0,42.35245,-71.06483,20.0,590.0,STOPPED_AT,1717090430,70158,G-10046,3920-3900,,,"[{'label': '3920', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3900', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",
y2111,61848576,13:51:00,20240530,SCHEDULED,71,1.0,42.363205,-71.05755,0.0,1.0,STOPPED_AT,1717090473,8178,y2111,2111,MANY_SEATS_AVAILABLE,0.0,,
y2048,61849106,14:16:00,20240530,SCHEDULED,350,0.0,42.389397,-71.0873,306.0,1.0,STOPPED_AT,1717090477,141,y2048,2048,MANY_SEATS_AVAILABLE,20.0,,
R-547C9431,ADDED-1581923673,13:29:00,20240530,ADDED,Red,0.0,42.38826,-71.11895,180.0,20.0,STOPPED_AT,1717090476,70065,R-547C9431,1522,,,"[{'label': '1522', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 8, 'carriage_sequence': 1}, {'label': '1523', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '1626', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '1627', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '1718', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '1719', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
y1256,61945919,12:50:00,20240530,SCHEDULED,39,1.0,42.347027,-71.08001,0.0,23.0,IN_TRANSIT_TO,1717090468,174,y1256,1256,FEW_SEATS_AVAILABLE,40.0,,
y3140,61870231,13:40:00,20240530,SCHEDULED,101,1.0,42.42694,-71.07458,0.0,1.0,STOPPED_AT,1717090450,5072,y3140,3140,MANY_SEATS_AVAILABLE,0.0,,
G-10267,61805047,12:42:00,20240530,SCHEDULED,Green-D,0.0,42.33723,-71.25208,315.0,570.0,STOPPED_AT,1717090413,70161,G-10267,3836-3709,,,"[{'label': '3836', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3709', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",4.3
y1673,62145025,13:45:00,20240530,SCHEDULED,51,0.0,42.29953,-71.11469,0.0,1.0,STOPPED_AT,1717090468,10642,y1673,1673,MANY_SEATS_AVAILABLE,40.0,,
y1791,61391903,13:35:00,20240530,SCHEDULED,16,1.0,42.30073,-71.11331,220.0,1.0,STOPPED_AT,1717090477,875,y1791,1791,FEW_SEATS_AVAILABLE,60.0,,
y3136,61870490,13:34:00,20240530,SCHEDULED,111,0.0,42.362232,-71.05671,0.0,1.0,STOPPED_AT,1717090470,8309,y3136,3136,MANY_SEATS_AVAILABLE,0.0,,
G-10150,61723220,13:30:00,20240530,SCHEDULED,Mattapan,1.0,42.27072,-71.0655,90.0,6.0,INCOMING_AT,1717090479,70266,G-10150,3234,,,"[{'label': '3234', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}]",12.6
y1292,61946238,13:22:00,20240530,SCHEDULED,751,0.0,42.352684,-71.05596,0.0,1.0,STOPPED_AT,1717090457,6538,y1292,1292,MANY_SEATS_AVAILABLE,20.0,,
G-10376,ADDED-1581923776,13:31:10,20240530,ADDED,Green-D,1.0,42.33254,-71.11694,45.0,410.0,STOPPED_AT,1717090455,70180,G-10376,3872,,,"[{'label': '3872', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}]",4.9
y1762,61391068,12:59:00,20240530,SCHEDULED,23,1.0,42.318043,-71.08175,0.0,19.0,STOPPED_AT,1717090473,392,y1762,1762,MANY_SEATS_AVAILABLE,20.0,,
y2116,61870484,13:16:00,20240530,SCHEDULED,111,0.0,42.362656,-71.05596,0.0,2.0,IN_TRANSIT_TO,1717090477,2832,y2116,2116,MANY_SEATS_AVAILABLE,20.0,,
y1897,61392581,13:20:00,20240530,SCHEDULED,44,0.0,42.319332,-71.086075,0.0,11.0,STOPPED_AT,1717090465,1344,y1897,1897,MANY_SEATS_AVAILABLE,40.0,,
G-10174,61804991,13:24:00,20240530,SCHEDULED,Green-D,1.0,42.32672,-71.16462,90.0,370.0,STOPPED_AT,1717090436,70172,G-10174,3632-3856,,,"[{'label': '3632', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3856', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",4.5
y3335,62216156,13:33:00,20240530,SCHEDULED,117,0.0,42.37251,-71.03899,0.0,2.0,STOPPED_AT,1717090454,5742,y3335,3335,FEW_SEATS_AVAILABLE,60.0,,
y3114,62216764,13:30:00,20240530,SCHEDULED,120,1.0,42.384487,-71.013466,246.0,4.0,STOPPED_AT,1717090477,5841,y3114,3114,MANY_SEATS_AVAILABLE,0.0,,
y2095,61849775,13:05:00,20240530,SCHEDULED,70,1.0,42.362442,-71.1539,0.0,36.0,IN_TRANSIT_TO,1717090472,1442,y2095,2095,MANY_SEATS_AVAILABLE,0.0,,
y2006,61871497,13:16:00,20240530,SCHEDULED,111,1.0,42.40539,-71.03536,0.0,10.0,STOPPED_AT,1717090478,5595,y2006,2006,MANY_SEATS_AVAILABLE,20.0,,
y0889,61869524,13:20:00,20240530,SCHEDULED,96,1.0,42.397564,-71.12164,196.0,18.0,IN_TRANSIT_TO,1717090471,5015,y0889,0889,MANY_SEATS_AVAILABLE,20.0,,
y1807,61392595,14:01:00,20240530,SCHEDULED,23,0.0,42.34114,-71.058,0.0,1.0,STOPPED_AT,1717090472,17862,y1807,1807,MANY_SEATS_AVAILABLE,0.0,,
y1958,61870121,13:35:00,20240530,SCHEDULED,106,0.0,42.40249,-71.07579,135.0,1.0,STOPPED_AT,1717090449,5271,y1958,1958,MANY_SEATS_AVAILABLE,0.0,,
