id,vehicle_trip_trip_id,vehicle_trip_start_time,vehicle_trip_start_date,vehicle_trip_schedule_relationship,vehicle_trip_route_id,vehicle_trip_direction_id,vehicle_position_latitude,vehicle_position_longitude,vehicle_position_bearing,vehicle_current_stop_sequence,vehicle_current_status,vehicle_timestamp,vehicle_stop_id,vehicle_vehicle_id,vehicle_vehicle_label,vehicle_occupancy_status,vehicle_occupancy_percentage,vehicle_multi_carriage_details,vehicle_position_speed
y1988,61848321,13:25:00,20240530,SCHEDULED,86,1.0,42.378365,-71.105934,0.0,13.0,STOPPED_AT,1717090458,2546,y1988,1988,MANY_SEATS_AVAILABLE,20.0,,
y3224,61394371,13:50:00,20240530,SCHEDULED,55,1.0,42.3406,-71.06435,45.0,1.0,STOPPED_AT,1717090452,1926,y3224,3224,,,,
y1327,61946809,12:47:00,20240530,SCHEDULED,743,0.0,42.38859,-71.02387,0.0,6.0,STOPPED_AT,1717090475,74637,y1327,1327,FEW_SEATS_AVAILABLE,40.0,,
y0898,61869238,13:15:00,20240530,SCHEDULED,132,1.0,42.45216,-71.07017,119.0,17.0,STOPPED_AT,1717090475,5980,y0898,0898,,,,
y1956,61849671,13:38:00,20240530,SCHEDULED,70,0.0,42.36107,-71.09326,0.0,1.0,STOPPED_AT,1717090470,730,y1956,1956,MANY_SEATS_AVAILABLE,0.0,,
y2034,61849362,13:09:00,20240530,SCHEDULED,77,1.0,42.390347,-71.121254,0.0,28.0,IN_TRANSIT_TO,1717090455,2300,y2034,2034,FEW_SEATS_AVAILABLE,40.0,,
y0827,61928910,13:15:00,20240530,SCHEDULED,216,0.0,42.265957,-70.96318,98.0,44.0,IN_TRANSIT_TO,1717090478,3255,y0827,0827,MANY_SEATS_AVAILABLE,20.0,,
y3124,61850095,13:28:00,20240530,SCHEDULED,78,1.0,42.410366,-71.18074,97.0,16.0,STOPPED_AT,1717090475,2326,y3124,3124,MANY_SEATS_AVAILABLE,0.0,,
y1319,61946092,13:39:00,20240530,SCHEDULED,742,0.0,42.35293,-71.05497,0.0,1.0,STOPPED_AT,1717090470,74611,y1319,1319,MANY_SEATS_AVAILABLE,0.0,,
B-547C942D,62248782,13:24:00,20240530,SCHEDULED,Blue,0.0,42.39721,-70.99258,210.0,20.0,STOPPED_AT,1717090463,70055,B-547C942D,0751,,,"[{'label': '0751', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '0750', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '0789', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '0788', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '0705', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '0704', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
y1214,61945923,14:06:00,20240530,SCHEDULED,39,0.0,42.331444,-71.06549,0.0,1.0,STOPPED_AT,1717090452,23391,y1214,1214,MANY_SEATS_AVAILABLE,0.0,,
B-547C940B,62248801,13:11:00,20240530,SCHEDULED,Blue,1.0,42.37797,-71.02594,45.0,60.0,INCOMING_AT,1717090479,70050,B-547C940B,0770,,,"[{'label': '0770', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '0771', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '0775', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '0774', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '0718', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '0719', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
1823,CR-670118-084,13:05:00,20240530,SCHEDULED,CR-Greenbush,1.0,42.226856,-70.91029,,50.0,IN_TRANSIT_TO,1717090442,GRB-0146-S,1823,1823,,,,
y2083,61848541,13:42:00,20240530,SCHEDULED,71,0.0,42.372326,-71.12201,265.0,1.0,STOPPED_AT,1717090476,20761,y2083,2083,MANY_SEATS_AVAILABLE,0.0,,
y0877,61869175,13:23:00,20240530,SCHEDULED,411,0.0,42.43134,-71.05249,0.0,9.0,STOPPED_AT,1717090469,5463,y0877,0877,MANY_SEATS_AVAILABLE,40.0,,
y1748,61393284,13:40:00,20240530,SCHEDULED,45,1.0,42.302273,-71.086395,0.0,1.0,STOPPED_AT,1717090457,1565,y1748,1748,MANY_SEATS_AVAILABLE,0.0,,
y1906,61391546,13:15:00,20240530,SCHEDULED,9,1.0,42.342594,-71.057076,0.0,17.0,STOPPED_AT,1717090476,150,y1906,1906,FEW_SEATS_AVAILABLE,60.0,,
y1869,61392878,14:30:00,20240530,SCHEDULED,22,0.0,42.34112,-71.05774,45.0,1.0,STOPPED_AT,1717090459,17862,y1869,1869,MANY_SEATS_AVAILABLE,0.0,,
O-547C87B5,ADDED-1581923717,13:15:00,20240530,ADDED,Orange,1.0,42.34571,-71.07814,40.0,70.0,INCOMING_AT,1717090442,70015,O-547C87B5,1458,,,"[{'label': '1458', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 10, 'carriage_sequence': 1}, {'label': '1459', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 15, 'carriage_sequence': 2}, {'label': '1487', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 14, 'carriage_sequence': 3}, {'label': '1486', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 3, 'carriage_sequence': 4}, {'label': '1427', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 10, 'carriage_sequence': 5}, {'label': '1426', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 6, 'carriage_sequence': 6}]",
y0905,61929073,13:25:00,20240530,SCHEDULED,222,0.0,42.249084,-70.988716,0.0,7.0,STOPPED_AT,1717090469,3522,y0905,0905,MANY_SEATS_AVAILABLE,0.0,,
y1840,61394223,13:59:00,20240530,SCHEDULED,57,1.0,42.340546,-71.05709,0.0,1.0,STOPPED_AT,1717090475,900,y1840,1840,MANY_SEATS_AVAILABLE,20.0,,
y1631,62146256,13:09:00,20240530,SCHEDULED,34,1.0,42.294983,-71.11908,36.0,30.0,STOPPED_AT,1717090478,641,y1631,1631,MANY_SEATS_AVAILABLE,0.0,,
y2091,61848195,13:30:00,20240530,SCHEDULED,68,1.0,42.373436,-71.11865,315.0,2.0,IN_TRANSIT_TO,1717090475,2168,y2091,2091,MANY_SEATS_AVAILABLE,0.0,,
y1286,61912083,13:16:00,20240530,SCHEDULED,749,1.0,42.349907,-71.06383,320.0,10.0,IN_TRANSIT_TO,1717090479,6565,y1286,1286,FEW_SEATS_AVAILABLE,40.0,,
y3349,62216825,13:40:00,20240530,SCHEDULED,120,1.0,42.422478,-71.00377,216.0,1.0,STOPPED_AT,1717090477,5880,y3349,3349,MANY_SEATS_AVAILABLE,0.0,,
R-547C9539,61319191,13:18:00,20240530,SCHEDULED,Red,1.0,42.27064,-71.02464,315.0,40.0,INCOMING_AT,1717090471,70098,R-547C9539,1756,,,"[{'label': '1756', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '1757', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '1509', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 3, 'carriage_sequence': 3}, {'label': '1508', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 5, 'carriage_sequence': 4}, {'label': '1639', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '1638', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
R-547C9407,61319047,13:45:00,20240530,SCHEDULED,Red,1.0,42.28199,-71.06215,330.0,50.0,IN_TRANSIT_TO,1717089893,70094,R-547C9407,1727,,,"[{'label': '1601', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '1600', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '1700', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '1701', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '1726', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '1727', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
y3132,61870652,13:28:00,20240530,SCHEDULED,109,1.0,42.427887,-71.04114,182.0,7.0,STOPPED_AT,1717090475,5480,y3132,3132,MANY_SEATS_AVAILABLE,20.0,,
y1611,62145445,13:17:00,20240530,SCHEDULED,33,1.0,42.261803,-71.1101,0.0,25.0,STOPPED_AT,1717090466,6361,y1611,1611,MANY_SEATS_AVAILABLE,20.0,,
R-547C875D,61319343,13:03:00,20240530,SCHEDULED,Red,1.0,42.32052,-71.05223,350.0,100.0,STOPPED_AT,1717090401,70096,R-547C875D,1734,,,"[{'label': '1734', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '1735', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '1616', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '1617', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '1724', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '1725', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
y2037,61849085,13:30:00,20240530,SCHEDULED,83,1.0,42.392582,-71.12552,0.0,6.0,STOPPED_AT,1717090473,2429,y2037,2037,MANY_SEATS_AVAILABLE,20.0,,
y1755,61391743,13:13:00,20240530,SCHEDULED,66,0.0,42.33632,-71.120865,316.0,15.0,STOPPED_AT,1717090474,1369,y1755,1755,FEW_SEATS_AVAILABLE,40.0,,
y1793,61391550,13:50:00,20240530,SCHEDULED,10,1.0,42.33864,-71.03186,315.0,1.0,STOPPED_AT,1717090469,33,y1793,1793,MANY_SEATS_AVAILABLE,0.0,,
y1413,61869399,13:20:00,20240530,SCHEDULED,97,1.0,42.402958,-71.060974,232.0,18.0,IN_TRANSIT_TO,1717090477,5561,y1413,1413,MANY_SEATS_AVAILABLE,20.0,,
y3153,61849735,12:47:00,20240530,SCHEDULED,70,0.0,42.376568,-71.23482,0.0,44.0,IN_TRANSIT_TO,1717090454,88333,y3153,3153,MANY_SEATS_AVAILABLE,20.0,,
y2090,61870488,13:22:00,20240530,SCHEDULED,111,0.0,42.38857,-71.04155,45.0,4.0,STOPPED_AT,1717090449,5612,y2090,2090,FEW_SEATS_AVAILABLE,40.0,,
y0756,61929351,13:31:00,20240530,SCHEDULED,238,0.0,42.24928,-71.002426,0.0,2.0,IN_TRANSIT_TO,1717090469,3326,y0756,0756,MANY_SEATS_AVAILABLE,0.0,,
y3296,61394007,13:25:00,20240530,SCHEDULED,59,0.0,42.35079,-71.20709,0.0,13.0,STOPPED_AT,1717090476,82853,y3296,3296,MANY_SEATS_AVAILABLE,0.0,,
y1814,61392582,13:25:00,20240530,SCHEDULED,15,0.0,42.328728,-71.08389,97.0,6.0,IN_TRANSIT_TO,1717090474,64000,y1814,1814,MANY_SEATS_AVAILABLE,0.0,,
y1651,62144806,13:32:00,20240530,SCHEDULED,26,0.0,42.288868,-71.0712,351.0,13.0,IN_TRANSIT_TO,1717090477,4374,y1651,1651,MANY_SEATS_AVAILABLE,0.0,,
O-547C7818,ADDED-1581923758,13:45:00,20240530,ADDED,Orange,1.0,42.30119,-71.11376,30.0,1.0,STOPPED_AT,1717090292,Forest Hills-01,O-547C7818,1494,,,"[{'label': '1494', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 5, 'carriage_sequence': 1}, {'label': '1495', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 4, 'carriage_sequence': 2}, {'label': '1476', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 4, 'carriage_sequence': 3}, {'label': '1477', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 3, 'carriage_sequence': 4}, {'label': '1405', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 3, 'carriage_sequence': 5}, {'label': '1404', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 6, 'carriage_sequence': 6}]",
y0867,61869440,13:40:00,20240530,SCHEDULED,137,1.0,42.521782,-71.10793,180.0,1.0,STOPPED_AT,1717090265,29253,y0867,0867,MANY_SEATS_AVAILABLE,20.0,,
y1957,61850029,13:20:00,20240530,SCHEDULED,74,1.0,42.37651,-71.11973,163.0,22.0,IN_TRANSIT_TO,1717090474,2076,y1957,1957,MANY_SEATS_AVAILABLE,20.0,,
y1913,61392144,13:05:00,20240530,SCHEDULED,1,1.0,42.35016,-71.089066,173.0,11.0,STOPPED_AT,1717090472,77,y1913,1913,FEW_SEATS_AVAILABLE,60.0,,
G-10101,61804593,12:56:00,20240530,SCHEDULED,Green-E,1.0,42.35927,-71.05945,35.0,610.0,STOPPED_AT,1717090466,70201,G-10101,3715-3867,,,"[{'label': '3715', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3867', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",
y2013,61848737,13:00:00,20240530,SCHEDULED,627,1.0,42.451946,-71.231804,154.0,38.0,STOPPED_AT,1717090476,7911,y2013,2013,MANY_SEATS_AVAILABLE,0.0,,
y1962,61870059,13:34:00,20240530,SCHEDULED,111,1.0,42.413082,-71.03278,142.0,2.0,IN_TRANSIT_TO,1717090477,5587,y1962,1962,MANY_SEATS_AVAILABLE,20.0,,
G-10005,61804521,13:25:00,20240530,SCHEDULED,Green-E,0.0,42.37979,-71.0871,145.0,8.0,STOPPED_AT,1717090442,70514,G-10005,3639-3800,,,"[{'label': '3639', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3800', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",6.0
y2025,61849751,13:25:00,20240530,SCHEDULED,70,1.0,42.37625,-71.24313,0.0,8.0,STOPPED_AT,1717090475,86940,y2025,2025,MANY_SEATS_AVAILABLE,0.0,,
y2117,61848449,13:34:00,20240530,SCHEDULED,73,0.0,42.374825,-71.118965,163.0,2.0,IN_TRANSIT_TO,1717090472,2020,y2117,2117,MANY_SEATS_AVAILABLE,20.0,,
y3309,62216574,13:33:00,20240530,SCHEDULED,441442,1.0,42.46492,-70.933685,218.0,4.0,IN_TRANSIT_TO,1717090475,4892,y3309,3309,MANY_SEATS_AVAILABLE,20.0,,
y1825,61393226,13:20:00,20240530,SCHEDULED,17,1.0,42.315075,-71.06597,0.0,18.0,STOPPED_AT,1717090472,1479,y1825,1825,MANY_SEATS_AVAILABLE,20.0,,
y1448,61869383,13:35:00,20240530,SCHEDULED,100,1.0,42.43593,-71.10209,180.0,1.0,STOPPED_AT,1717090449,8302,y1448,1448,MANY_SEATS_AVAILABLE,0.0,,
R-547C940C,61319053,12:44:00,20240530,SCHEDULED,Red,0.0,42.28456,-71.06382,150.0,170.0,STOPPED_AT,1717090363,70093,R-547C940C,1751,,,"[{'label': '1751', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '1750', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '1625', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '1624', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '1742', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '1743', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
y3308,62216596,13:20:00,20240530,SCHEDULED,442,0.0,42.456684,-70.95187,56.0,15.0,IN_TRANSIT_TO,1717090474,4747,y3308,3308,MANY_SEATS_AVAILABLE,20.0,,
y1999,61848146,13:40:00,20240530,SCHEDULED,67,0.0,42.39622,-71.14114,90.0,1.0,STOPPED_AT,1717090450,141,y1999,1999,MANY_SEATS_AVAILABLE,0.0,,
G-10367,ADDED-1581923761,13:21:09,20240530,ADDED,Green-E,0.0,42.35018,-71.0771,240.0,110.0,STOPPED_AT,1717090406,70155,G-10367,3629-3838,,,"[{'label': '3629', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3838', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",
y1997,61849421,13:08:00,20240530,SCHEDULED,77,0.0,42.423344,-71.17458,311.0,30.0,IN_TRANSIT_TO,1717090474,2291,y1997,1997,MANY_SEATS_AVAILABLE,20.0,,
R-547C95CA,61319156,13:44:00,20240530,SCHEDULED,Red,0.0,42.39621,-71.14054,85.0,1.0,STOPPED_AT,1717090397,Alewife-01,R-547C95CA,1752,,,"[{'label': '1752', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '1753', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}, {'label': '1711', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 3}, {'label': '1710', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 4}, {'label': '1754', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 5}, {'label': '1755', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 6}]",
y1870,61394061,13:30:00,20240530,SCHEDULED,10,0.0,42.3448,-71.07468,159.0,3.0,IN_TRANSIT_TO,1717090478,1395,y1870,1870,MANY_SEATS_AVAILABLE,20.0,,
y1444,61869461,13:42:00,20240530,SCHEDULED,93,1.0,42.38622,-71.078094,144.0,1.0,STOPPED_AT,1717090476,29010,y1444,1444,MANY_SEATS_AVAILABLE,0.0,,
y3273,61394217,13:26:00,20240530,SCHEDULED,57,1.0,42.362865,-71.18602,168.0,2.0,IN_TRANSIT_TO,1717090476,902,y3273,3273,MANY_SEATS_AVAILABLE,0.0,,
y1328,61946706,13:11:00,20240530,SCHEDULED,743,0.0,42.37814,-71.02587,45.0,6.0,IN_TRANSIT_TO,1717090457,74637,y1328,1328,MANY_SEATS_AVAILABLE,20.0,,
1700,CR-660250-151,13:05:00,20240530,SCHEDULED,CR-Newburyport,0.0,42.475586,-70.91982,45.0,40.0,IN_TRANSIT_TO,1717090453,ER-0168-S,1700,1700,,,,10.7
y1277,61946284,13:14:00,20240530,SCHEDULED,751,1.0,42.350338,-71.06366,0.0,10.0,STOPPED_AT,1717090462,6565,y1277,1277,MANY_SEATS_AVAILABLE,0.0,,
y1654,62145062,13:20:00,20240530,SCHEDULED,37,0.0,42.287556,-71.151596,281.0,18.0,IN_TRANSIT_TO,1717090476,806,y1654,1654,MANY_SEATS_AVAILABLE,20.0,,
y2075,61849797,12:45:00,20240530,SCHEDULED,70,1.0,42.36177,-71.14749,90.0,37.0,IN_TRANSIT_TO,1717090460,1043,y2075,2075,MANY_SEATS_AVAILABLE,40.0,,
y3345,62216320,13:35:00,20240530,SCHEDULED,456,1.0,42.524582,-70.89716,0.0,1.0,STOPPED_AT,1717090451,37150,y3345,3345,MANY_SEATS_AVAILABLE,0.0,,
y1993,61848315,13:40:00,20240530,SCHEDULED,86,1.0,42.38471,-71.076416,0.0,1.0,STOPPED_AT,1717090452,29005,y1993,1993,MANY_SEATS_AVAILABLE,0.0,,
y2109,61848770,13:50:00,20240530,SCHEDULED,88,1.0,42.40609,-71.13257,225.0,1.0,STOPPED_AT,1717090449,2637,y2109,2109,MANY_SEATS_AVAILABLE,0.0,,
y3306,62216737,13:05:00,20240530,SCHEDULED,455,0.0,42.46168,-70.94581,130.0,23.0,STOPPED_AT,1717090477,14748,y3306,3306,MANY_SEATS_AVAILABLE,0.0,,
y1920,61391273,13:05:00,20240530,SCHEDULED,47,0.0,42.33835,-71.09668,0.0,19.0,IN_TRANSIT_TO,1717090465,11799,y1920,1920,MANY_SEATS_AVAILABLE,40.0,,
y1930,61871031,13:36:00,20240530,SCHEDULED,104,0.0,42.38438,-71.0763,180.0,1.0,STOPPED_AT,1717090449,29007,y1930,1930,MANY_SEATS_AVAILABLE,0.0,,
G-10360,ADDED-1581923736,13:16:24,20240530,ADDED,Green-C,0.0,42.34619,-71.10674,225.0,320.0,INCOMING_AT,1717090478,70211,G-10360,3677-3828,,,"[{'label': '3677', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3828', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",6.2
y3342,62215995,13:57:00,20240530,SCHEDULED,114,0.0,42.45354,-70.97596,225.0,1.0,STOPPED_AT,1717090450,5740,y3342,3342,MANY_SEATS_AVAILABLE,0.0,,
y0777,61928696,13:25:00,20240530,SCHEDULED,210,1.0,42.266987,-71.01501,317.0,10.0,STOPPED_AT,1717090475,3050,y0777,0777,MANY_SEATS_AVAILABLE,20.0,,
y1841,61391341,12:45:00,20240530,SCHEDULED,47,1.0,42.340336,-71.06341,66.0,34.0,IN_TRANSIT_TO,1717090476,150,y1841,1841,MANY_SEATS_AVAILABLE,0.0,,
y1855,61391740,13:02:00,20240530,SCHEDULED,66,0.0,42.347496,-71.12892,335.0,20.0,IN_TRANSIT_TO,1717090472,1376,y1855,1855,FEW_SEATS_AVAILABLE,60.0,,
y1746,61391339,13:25:00,20240530,SCHEDULED,47,1.0,42.34702,-71.10533,135.0,9.0,STOPPED_AT,1717090450,1775,y1746,1746,MANY_SEATS_AVAILABLE,20.0,,
y1827,61391343,13:45:00,20240530,SCHEDULED,47,1.0,42.3646,-71.10394,315.0,1.0,STOPPED_AT,1717090450,1123,y1827,1827,MANY_SEATS_AVAILABLE,20.0,,
y3262,61394019,13:00:00,20240530,SCHEDULED,747,0.0,42.36471,-71.0891,315.0,14.0,IN_TRANSIT_TO,1717090450,2521,y3262,3262,MANY_SEATS_AVAILABLE,0.0,,
y1269,61945611,12:57:00,20240530,SCHEDULED,28,1.0,42.32965,-71.08632,306.0,32.0,IN_TRANSIT_TO,1717090476,1148,y1269,1269,FEW_SEATS_AVAILABLE,60.0,,
y1656,62145153,13:10:00,20240530,SCHEDULED,51,0.0,42.307865,-71.14573,46.0,36.0,STOPPED_AT,1717090476,41916,y1656,1656,MANY_SEATS_AVAILABLE,20.0,,
y1768,61391071,13:10:00,20240530,SCHEDULED,23,1.0,42.327682,-71.08311,9.0,24.0,STOPPED_AT,1717090461,21151,y1768,1768,FEW_SEATS_AVAILABLE,60.0,,
y1731,61391744,13:44:00,20240530,SCHEDULED,66,0.0,42.328735,-71.08435,106.0,1.0,STOPPED_AT,1717090472,64000,y1731,1731,MANY_SEATS_AVAILABLE,20.0,,
y1264,61945920,13:20:00,20240530,SCHEDULED,39,1.0,42.33257,-71.11097,46.0,13.0,STOPPED_AT,1717090476,6575,y1264,1264,FEW_SEATS_AVAILABLE,40.0,,
y3346,62216214,12:57:00,20240530,SCHEDULED,117,1.0,42.379,-71.03924,186.0,29.0,IN_TRANSIT_TO,1717090475,5733,y3346,3346,FEW_SEATS_AVAILABLE,60.0,,
y3327,62216701,13:20:00,20240530,SCHEDULED,455,1.0,42.501232,-70.89548,0.0,15.0,IN_TRANSIT_TO,1717090475,6118,y3327,3327,MANY_SEATS_AVAILABLE,20.0,,
y3144,61849532,13:22:00,20240530,SCHEDULED,77,1.0,42.4244,-71.183205,0.0,2.0,STOPPED_AT,1717090476,17922,y3144,3144,MANY_SEATS_AVAILABLE,0.0,,
y0778,61928629,13:27:00,20240530,SCHEDULED,201,1.0,42.294365,-71.0567,23.0,13.0,IN_TRANSIT_TO,1717090477,3086,y0778,0778,MANY_SEATS_AVAILABLE,0.0,,
y3275,61394408,13:30:00,20240530,SCHEDULED,60,0.0,42.342175,-71.10408,229.0,6.0,STOPPED_AT,1717090477,1777,y3275,3275,MANY_SEATS_AVAILABLE,0.0,,
y1604,62145898,13:35:00,20240530,SCHEDULED,32,0.0,42.30057,-71.11355,225.0,1.0,STOPPED_AT,1717090450,875,y1604,1604,FEW_SEATS_AVAILABLE,40.0,,
y1851,61393006,13:10:00,20240530,SCHEDULED,504,1.0,42.350883,-71.061905,0.0,8.0,IN_TRANSIT_TO,1717090471,6550,y1851,1851,MANY_SEATS_AVAILABLE,20.0,,
y1342,61946612,13:25:00,20240530,SCHEDULED,741,1.0,42.35147,-71.03008,0.0,6.0,IN_TRANSIT_TO,1717090474,17096,y1342,1342,FEW_SEATS_AVAILABLE,40.0,,
G-10374,61805105,13:36:00,20240530,SCHEDULED,Green-D,0.0,42.36543,-71.0604,135.0,20.0,STOPPED_AT,1717090449,70206,G-10374,3841-3601,,,"[{'label': '3841', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3601', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",
G-10334,ADDED-1581923775,13:30:40,20240530,ADDED,Green-D,1.0,42.32566,-71.23042,135.0,330.0,STOPPED_AT,1717090455,70164,G-10334,3824-3684,,,"[{'label': '3824', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}, {'label': '3684', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 2}]",5.0
y1696,62145875,13:01:00,20240530,SCHEDULED,52,1.0,42.355793,-71.18601,24.0,53.0,STOPPED_AT,1717090479,8516,y1696,1696,MANY_SEATS_AVAILABLE,0.0,,
y1680,62145808,13:10:00,20240530,SCHEDULED,41,0.0,42.32871,-71.08324,270.0,15.0,STOPPED_AT,1717090453,1491,y1680,1680,MANY_SEATS_AVAILABLE,40.0,,
y2115,61849676,12:58:00,20240530,SCHEDULED,70,0.0,42.377342,-71.22877,0.0,42.0,STOPPED_AT,1717090477,8832,y2115,2115,MANY_SEATS_AVAILABLE,20.0,,
y3330,62216216,13:19:00,20240530,SCHEDULED,117,1.0,42.410378,-71.01186,0.0,9.0,IN_TRANSIT_TO,1717090451,5714,y3330,3330,MANY_SEATS_AVAILABLE,0.0,,
G-10147,61723219,13:31:00,20240530,SCHEDULED,Mattapan,0.0,42.26764,-71.09216,270.0,8.0,STOPPED_AT,1717090450,70275,G-10147,3263,,,"[{'label': '3263', 'occupancy_status': 'NO_DATA_AVAILABLE', 'carriage_sequence': 1}]",4.4
y1877,61392347,13:15:00,20240530,SCHEDULED,16,0.0,42.325962,-71.06285,188.0,11.0,STOPPED_AT,1717090476,11244,y1877,1877,MANY_SEATS_AVAILABLE,20.0,,
y1874,61392585,13:31:00,20240530,SCHEDULED,22,0.0,42.33306,-71.09221,225.0,2.0,STOPPED_AT,1717090450,1257,y1874,1874,MANY_SEATS_AVAILABLE,20.0,,
y1322,61946077,13:27:00,20240530,SCHEDULED,742,0.0,42.352024,-71.04605,0.0,2.0,STOPPED_AT,1717090449,74612,y1322,1322,MANY_SEATS_AVAILABLE,0.0,,
y1609,62145527,13:41:00,20240530,SCHEDULED,38,0.0,42.315952,-71.083145,17.0,1.0,STOPPED_AT,1717090476,1346,y1609,1609,MANY_SEATS_AVAILABLE,0.0,,
